===2023-07-01 07:05:03===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,11,17,28,45,72,116,186,298,477,18,29,46,74,119,191,306,53,85,136,217,59,95,152,73,118,120,
client_nums=[10,7,4,3,2,1,]
len_dataset=[2103,1314,821,513,320,200,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.5321 | Train Acc: 0.8333
 Site-Clipart                       | Train Loss: 1.6877 | Train Acc: 0.6364
 Site-Clipart                       | Train Loss: 1.2966 | Train Acc: 0.9412
 Site-Clipart                       | Train Loss: 1.5491 | Train Acc: 0.6786
 Site-Clipart                       | Train Loss: 1.4345 | Train Acc: 0.8889
 Site-Clipart                       | Train Loss: 1.6418 | Train Acc: 0.8194
 Site-Clipart                       | Train Loss: 1.4417 | Train Acc: 0.8534
 Site-Clipart                       | Train Loss: 1.5482 | Train Acc: 0.7688
 Site-Clipart                       | Train Loss: 1.4772 | Train Acc: 0.7919
 Site-Clipart                       | Train Loss: 1.4534 | Train Acc: 0.8365
 Site-Real                          | Train Loss: 1.4795 | Train Acc: 0.7778
 Site-Real                          | Train Loss: 1.3600 | Train Acc: 0.8966
 Site-Real                          | Train Loss: 1.2903 | Train Acc: 0.9565
 Site-Real                          | Train Loss: 1.3944 | Train Acc: 0.8784
 Site-Real                          | Train Loss: 1.3179 | Train Acc: 0.9244
 Site-Real                          | Train Loss: 1.2366 | Train Acc: 0.9215
 Site-Real                          | Train Loss: 1.3139 | Train Acc: 0.9216
 Site-Painting                      | Train Loss: 1.5286 | Train Acc: 0.7925
 Site-Painting                      | Train Loss: 1.4211 | Train Acc: 0.8824
 Site-Painting                      | Train Loss: 1.4850 | Train Acc: 0.8162
 Site-Painting                      | Train Loss: 1.4308 | Train Acc: 0.8295
 Site-Sketch                        | Train Loss: 1.4845 | Train Acc: 0.7797
 Site-Sketch                        | Train Loss: 1.5802 | Train Acc: 0.7053
 Site-Sketch                        | Train Loss: 1.5733 | Train Acc: 0.6711
 Site-QuickDraw                     | Train Loss: 2.1629 | Train Acc: 0.2877
 Site-QuickDraw                     | Train Loss: 2.1919 | Train Acc: 0.2797
 Site-Infograph                     | Train Loss: 2.0477 | Train Acc: 0.3667
Average Train Accuracy: 0.7680
 Site-Clipart                       | Val  Loss: 1.2490 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 1.2411 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 1.4342 | Val  Acc: 0.8182
 Site-Clipart                       | Val  Loss: 1.5131 | Val  Acc: 0.7778
 Site-Clipart                       | Val  Loss: 1.4933 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.5299 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.5411 | Val  Acc: 0.8312
 Site-Clipart                       | Val  Loss: 1.4414 | Val  Acc: 0.8306
 Site-Clipart                       | Val  Loss: 1.4143 | Val  Acc: 0.7677
 Site-Clipart                       | Val  Loss: 1.5000 | Val  Acc: 0.7956
 Site-Real                          | Val  Loss: 1.1712 | Val  Acc: 0.9167
 Site-Real                          | Val  Loss: 1.1942 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 1.2777 | Val  Acc: 0.9677
 Site-Real                          | Val  Loss: 1.2859 | Val  Acc: 0.9592
 Site-Real                          | Val  Loss: 1.2884 | Val  Acc: 0.9367
 Site-Real                          | Val  Loss: 1.2416 | Val  Acc: 0.9370
 Site-Real                          | Val  Loss: 1.2400 | Val  Acc: 0.9412
 Site-Painting                      | Val  Loss: 1.4407 | Val  Acc: 0.8286
 Site-Painting                      | Val  Loss: 1.4116 | Val  Acc: 0.8571
 Site-Painting                      | Val  Loss: 1.3554 | Val  Acc: 0.8889
 Site-Painting                      | Val  Loss: 1.4399 | Val  Acc: 0.8483
 Site-Sketch                        | Val  Loss: 1.6126 | Val  Acc: 0.6667
 Site-Sketch                        | Val  Loss: 1.5545 | Val  Acc: 0.7143
 Site-Sketch                        | Val  Loss: 1.5403 | Val  Acc: 0.7228
 Site-QuickDraw                     | Val  Loss: 2.2273 | Val  Acc: 0.2245
 Site-QuickDraw                     | Val  Loss: 2.1568 | Val  Acc: 0.3205
 Site-Infograph                     | Val  Loss: 1.9189 | Val  Acc: 0.4250
Average Valid Accuracy: 0.7973
 Best site-Clipart                   | Epoch:0 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:0 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8182
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7778
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8312
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8306
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7677
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7956
 Best site-Real                      | Epoch:0 | Val Acc: 0.9167
 Best site-Real                      | Epoch:0 | Val Acc: 1.0000
 Best site-Real                      | Epoch:0 | Val Acc: 0.9677
 Best site-Real                      | Epoch:0 | Val Acc: 0.9592
 Best site-Real                      | Epoch:0 | Val Acc: 0.9367
 Best site-Real                      | Epoch:0 | Val Acc: 0.9370
 Best site-Real                      | Epoch:0 | Val Acc: 0.9412
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8286
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8571
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8889
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8483
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.6667
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7143
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7228
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.2245
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.3205
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4250
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.6_1/fedsam...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 0.9238 | Train Acc: 0.8333
 Site-Clipart                       | Train Loss: 0.9518 | Train Acc: 1.0000
 Site-Clipart                       | Train Loss: 0.7550 | Train Acc: 0.8824
 Site-Clipart                       | Train Loss: 1.0977 | Train Acc: 0.8214
 Site-Clipart                       | Train Loss: 0.9077 | Train Acc: 0.8889
 Site-Clipart                       | Train Loss: 1.0124 | Train Acc: 0.8889
 Site-Clipart                       | Train Loss: 0.9580 | Train Acc: 0.8793
 Site-Clipart                       | Train Loss: 1.0134 | Train Acc: 0.8871
 Site-Clipart                       | Train Loss: 0.9728 | Train Acc: 0.8456
 Site-Clipart                       | Train Loss: 1.0072 | Train Acc: 0.8679
 Site-Real                          | Train Loss: 0.9662 | Train Acc: 0.7778
 Site-Real                          | Train Loss: 0.8534 | Train Acc: 0.8966
 Site-Real                          | Train Loss: 0.7299 | Train Acc: 0.9783
 Site-Real                          | Train Loss: 0.6570 | Train Acc: 0.9324
 Site-Real                          | Train Loss: 0.7233 | Train Acc: 0.9496
 Site-Real                          | Train Loss: 0.6627 | Train Acc: 0.9529
 Site-Real                          | Train Loss: 0.7440 | Train Acc: 0.9641
 Site-Painting                      | Train Loss: 1.0420 | Train Acc: 0.8491
 Site-Painting                      | Train Loss: 0.9296 | Train Acc: 0.8706
 Site-Painting                      | Train Loss: 0.9606 | Train Acc: 0.8971
 Site-Painting                      | Train Loss: 0.9454 | Train Acc: 0.8387
 Site-Sketch                        | Train Loss: 1.0626 | Train Acc: 0.6610
 Site-Sketch                        | Train Loss: 1.2387 | Train Acc: 0.6737
 Site-Sketch                        | Train Loss: 1.1167 | Train Acc: 0.7368
 Site-QuickDraw                     | Train Loss: 2.0879 | Train Acc: 0.3425
 Site-QuickDraw                     | Train Loss: 2.0411 | Train Acc: 0.3305
 Site-Infograph                     | Train Loss: 1.8881 | Train Acc: 0.3583
Average Train Accuracy: 0.8076
 Site-Clipart                       | Val  Loss: 0.6626 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.7478 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.9448 | Val  Acc: 0.7273
 Site-Clipart                       | Val  Loss: 0.8575 | Val  Acc: 0.9444
 Site-Clipart                       | Val  Loss: 1.0010 | Val  Acc: 0.7667
 Site-Clipart                       | Val  Loss: 1.0575 | Val  Acc: 0.8125
 Site-Clipart                       | Val  Loss: 1.0578 | Val  Acc: 0.8052
 Site-Clipart                       | Val  Loss: 0.9335 | Val  Acc: 0.8790
 Site-Clipart                       | Val  Loss: 0.9036 | Val  Acc: 0.8485
 Site-Clipart                       | Val  Loss: 1.0361 | Val  Acc: 0.8239
 Site-Real                          | Val  Loss: 0.5377 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 0.5780 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 0.7023 | Val  Acc: 0.9677
 Site-Real                          | Val  Loss: 0.7340 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 0.7177 | Val  Acc: 0.9494
 Site-Real                          | Val  Loss: 0.6625 | Val  Acc: 0.9449
 Site-Real                          | Val  Loss: 0.6502 | Val  Acc: 0.9706
 Site-Painting                      | Val  Loss: 0.9615 | Val  Acc: 0.8571
 Site-Painting                      | Val  Loss: 0.8124 | Val  Acc: 0.9286
 Site-Painting                      | Val  Loss: 0.8328 | Val  Acc: 0.8778
 Site-Painting                      | Val  Loss: 0.9122 | Val  Acc: 0.8552
 Site-Sketch                        | Val  Loss: 1.1582 | Val  Acc: 0.7436
 Site-Sketch                        | Val  Loss: 1.0481 | Val  Acc: 0.7778
 Site-Sketch                        | Val  Loss: 1.1797 | Val  Acc: 0.7030
 Site-QuickDraw                     | Val  Loss: 2.0671 | Val  Acc: 0.3673
 Site-QuickDraw                     | Val  Loss: 2.0861 | Val  Acc: 0.3205
 Site-Infograph                     | Val  Loss: 1.5904 | Val  Acc: 0.5000
Average Valid Accuracy: 0.8286
 Best site-Clipart                   | Epoch:1 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:1 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.7273
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.9444
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.7667
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8125
