===2023-06-27 05:39:20===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.2573 | Train Acc: 0.1911
 Site-Clipart                       | Train Loss: 2.2730 | Train Acc: 0.1547
 Site-Real                          | Train Loss: 2.2634 | Train Acc: 0.1847
 Site-Real                          | Train Loss: 2.2575 | Train Acc: 0.2182
 Site-Painting                      | Train Loss: 2.2519 | Train Acc: 0.2229
 Site-Painting                      | Train Loss: 2.2638 | Train Acc: 0.1716
 Site-Sketch                        | Train Loss: 2.2790 | Train Acc: 0.1338
 Site-Sketch                        | Train Loss: 2.2725 | Train Acc: 0.1716
 Site-QuickDraw                     | Train Loss: 2.3087 | Train Acc: 0.0828
 Site-QuickDraw                     | Train Loss: 2.3046 | Train Acc: 0.1271
 Site-Infograph                     | Train Loss: 2.2819 | Train Acc: 0.1083
 Site-Infograph                     | Train Loss: 2.2880 | Train Acc: 0.1271
Average Train Accuracy: 0.1578
 Site-Clipart                       | Val  Loss: 2.2669 | Val  Acc: 0.1524
 Site-Clipart                       | Val  Loss: 2.2709 | Val  Acc: 0.1333
 Site-Real                          | Val  Loss: 2.2512 | Val  Acc: 0.2286
 Site-Real                          | Val  Loss: 2.2521 | Val  Acc: 0.2349
 Site-Painting                      | Val  Loss: 2.2656 | Val  Acc: 0.2000
 Site-Painting                      | Val  Loss: 2.2629 | Val  Acc: 0.2190
 Site-Sketch                        | Val  Loss: 2.2617 | Val  Acc: 0.2000
 Site-Sketch                        | Val  Loss: 2.2734 | Val  Acc: 0.1619
 Site-QuickDraw                     | Val  Loss: 2.3080 | Val  Acc: 0.1238
 Site-QuickDraw                     | Val  Loss: 2.3070 | Val  Acc: 0.1111
 Site-Infograph                     | Val  Loss: 2.2922 | Val  Acc: 0.1238
 Site-Infograph                     | Val  Loss: 2.2930 | Val  Acc: 0.1270
Average Valid Accuracy: 0.1680
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1524
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1333
 Best site-Real                      | Epoch:0 | Val Acc: 0.2286
 Best site-Real                      | Epoch:0 | Val Acc: 0.2349
 Best site-Painting                  | Epoch:0 | Val Acc: 0.2000
 Best site-Painting                  | Epoch:0 | Val Acc: 0.2190
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.2000
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.1619
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1238
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1111
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.1238
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.1270
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/term...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 2.2539 | Train Acc: 0.2166
 Site-Clipart                       | Train Loss: 2.2598 | Train Acc: 0.1758
 Site-Real                          | Train Loss: 2.2499 | Train Acc: 0.2420
 Site-Real                          | Train Loss: 2.2333 | Train Acc: 0.3136
 Site-Painting                      | Train Loss: 2.2278 | Train Acc: 0.3185
 Site-Painting                      | Train Loss: 2.2409 | Train Acc: 0.2775
 Site-Sketch                        | Train Loss: 2.2583 | Train Acc: 0.1783
 Site-Sketch                        | Train Loss: 2.2555 | Train Acc: 0.2203
 Site-QuickDraw                     | Train Loss: 2.3023 | Train Acc: 0.0955
 Site-QuickDraw                     | Train Loss: 2.2973 | Train Acc: 0.1377
 Site-Infograph                     | Train Loss: 2.2792 | Train Acc: 0.1274
 Site-Infograph                     | Train Loss: 2.2792 | Train Acc: 0.1525
Average Train Accuracy: 0.2047
 Site-Clipart                       | Val  Loss: 2.2527 | Val  Acc: 0.1810
 Site-Clipart                       | Val  Loss: 2.2574 | Val  Acc: 0.1810
 Site-Real                          | Val  Loss: 2.2383 | Val  Acc: 0.2952
 Site-Real                          | Val  Loss: 2.2319 | Val  Acc: 0.3016
 Site-Painting                      | Val  Loss: 2.2482 | Val  Acc: 0.2476
 Site-Painting                      | Val  Loss: 2.2400 | Val  Acc: 0.2762
 Site-Sketch                        | Val  Loss: 2.2460 | Val  Acc: 0.2286
 Site-Sketch                        | Val  Loss: 2.2517 | Val  Acc: 0.2349
 Site-QuickDraw                     | Val  Loss: 2.3023 | Val  Acc: 0.1238
 Site-QuickDraw                     | Val  Loss: 2.3007 | Val  Acc: 0.1206
 Site-Infograph                     | Val  Loss: 2.2861 | Val  Acc: 0.1048
 Site-Infograph                     | Val  Loss: 2.2846 | Val  Acc: 0.1333
Average Valid Accuracy: 0.2024
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.1810
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.1810
 Best site-Real                      | Epoch:1 | Val Acc: 0.2952
 Best site-Real                      | Epoch:1 | Val Acc: 0.3016
 Best site-Painting                  | Epoch:1 | Val Acc: 0.2476
 Best site-Painting                  | Epoch:1 | Val Acc: 0.2762
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.2286
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.2349
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.1238
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.1206
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.1048
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.1333
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/term...
============ Train epoch 2 ============
 Site-Clipart                       | Train Loss: 2.2304 | Train Acc: 0.3376
 Site-Clipart                       | Train Loss: 2.2400 | Train Acc: 0.2458
 Site-Real                          | Train Loss: 2.2278 | Train Acc: 0.3567
 Site-Real                          | Train Loss: 2.2104 | Train Acc: 0.4131
 Site-Painting                      | Train Loss: 2.2047 | Train Acc: 0.3312
 Site-Painting                      | Train Loss: 2.2228 | Train Acc: 0.3347
 Site-Sketch                        | Train Loss: 2.2443 | Train Acc: 0.2166
 Site-Sketch                        | Train Loss: 2.2349 | Train Acc: 0.2839
 Site-QuickDraw                     | Train Loss: 2.2937 | Train Acc: 0.1146
 Site-QuickDraw                     | Train Loss: 2.2936 | Train Acc: 0.1377
 Site-Infograph                     | Train Loss: 2.2620 | Train Acc: 0.1338
 Site-Infograph                     | Train Loss: 2.2730 | Train Acc: 0.1716
Average Train Accuracy: 0.2564
 Site-Clipart                       | Val  Loss: 2.2362 | Val  Acc: 0.2190
 Site-Clipart                       | Val  Loss: 2.2400 | Val  Acc: 0.2476
 Site-Real                          | Val  Loss: 2.2118 | Val  Acc: 0.4000
 Site-Real                          | Val  Loss: 2.2096 | Val  Acc: 0.4286
 Site-Painting                      | Val  Loss: 2.2219 | Val  Acc: 0.3524
 Site-Painting                      | Val  Loss: 2.2234 | Val  Acc: 0.3270
 Site-Sketch                        | Val  Loss: 2.2299 | Val  Acc: 0.2952
 Site-Sketch                        | Val  Loss: 2.2335 | Val  Acc: 0.2825
 Site-QuickDraw                     | Val  Loss: 2.2934 | Val  Acc: 0.1619
 Site-QuickDraw                     | Val  Loss: 2.2970 | Val  Acc: 0.1365
 Site-Infograph                     | Val  Loss: 2.2799 | Val  Acc: 0.1429
 Site-Infograph                     | Val  Loss: 2.2759 | Val  Acc: 0.1365
Average Valid Accuracy: 0.2608
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.2190
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.2476
 Best site-Real                      | Epoch:2 | Val Acc: 0.4000
 Best site-Real                      | Epoch:2 | Val Acc: 0.4286
 Best site-Painting                  | Epoch:2 | Val Acc: 0.3524
 Best site-Painting                  | Epoch:2 | Val Acc: 0.3270
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.2952
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.2825
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.1619
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.1365
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.1429
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.1365
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/term...
============ Train epoch 3 ============
 Site-Clipart                       | Train Loss: 2.2083 | Train Acc: 0.3503
 Site-Clipart                       | Train Loss: 2.2211 | Train Acc: 0.3496
 Site-Real                          | Train Loss: 2.2064 | Train Acc: 0.4713
 Site-Real                          | Train Loss: 2.1901 | Train Acc: 0.4894
 Site-Painting                      | Train Loss: 2.1934 | Train Acc: 0.4204
 Site-Painting                      | Train Loss: 2.2025 | Train Acc: 0.3856
 Site-Sketch                        | Train Loss: 2.2214 | Train Acc: 0.3439
 Site-Sketch                        | Train Loss: 2.2207 | Train Acc: 0.3432
 Site-QuickDraw                     | Train Loss: 2.2842 | Train Acc: 0.1592
 Site-QuickDraw                     | Train Loss: 2.2898 | Train Acc: 0.1504
 Site-Infograph                     | Train Loss: 2.2661 | Train Acc: 0.2166
 Site-Infograph                     | Train Loss: 2.2614 | Train Acc: 0.2246
Average Train Accuracy: 0.3254
 Site-Clipart                       | Val  Loss: 2.2264 | Val  Acc: 0.3429
 Site-Clipart                       | Val  Loss: 2.2243 | Val  Acc: 0.3206
 Site-Real                          | Val  Loss: 2.1862 | Val  Acc: 0.5238
 Site-Real                          | Val  Loss: 2.1929 | Val  Acc: 0.4952
 Site-Painting                      | Val  Loss: 2.2050 | Val  Acc: 0.4095
 Site-Painting                      | Val  Loss: 2.2035 | Val  Acc: 0.3937
 Site-Sketch                        | Val  Loss: 2.2186 | Val  Acc: 0.2952
 Site-Sketch                        | Val  Loss: 2.2201 | Val  Acc: 0.3397
 Site-QuickDraw                     | Val  Loss: 2.2856 | Val  Acc: 0.1429
 Site-QuickDraw                     | Val  Loss: 2.2896 | Val  Acc: 0.1460
 Site-Infograph                     | Val  Loss: 2.2721 | Val  Acc: 0.1429
 Site-Infograph                     | Val  Loss: 2.2688 | Val  Acc: 0.2063
Average Valid Accuracy: 0.3132
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3429
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3206
 Best site-Real                      | Epoch:3 | Val Acc: 0.5238
 Best site-Real                      | Epoch:3 | Val Acc: 0.4952
 Best site-Painting                  | Epoch:3 | Val Acc: 0.4095
 Best site-Painting                  | Epoch:3 | Val Acc: 0.3937
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.2952
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.3397
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.1429
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.1460
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.1429
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.2063
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/term...
============ Train epoch 4 ============
 Site-Clipart                       | Train Loss: 2.2052 | Train Acc: 0.4268
 Site-Clipart                       | Train Loss: 2.2075 | Train Acc: 0.3729
 Site-Real                          | Train Loss: 2.1883 | Train Acc: 0.5159
 Site-Real                          | Train Loss: 2.1662 | Train Acc: 0.5953
 Site-Painting                      | Train Loss: 2.1615 | Train Acc: 0.5350
 Site-Painting                      | Train Loss: 2.1827 | Train Acc: 0.4492
 Site-Sketch                        | Train Loss: 2.2045 | Train Acc: 0.4076
 Site-Sketch                        | Train Loss: 2.2007 | Train Acc: 0.4258
 Site-QuickDraw                     | Train Loss: 2.2884 | Train Acc: 0.1146
 Site-QuickDraw                     | Train Loss: 2.2791 | Train Acc: 0.1864
 Site-Infograph                     | Train Loss: 2.2518 | Train Acc: 0.2102
 Site-Infograph                     | Train Loss: 2.2568 | Train Acc: 0.2648
Average Train Accuracy: 0.3754
 Site-Clipart                       | Val  Loss: 2.2037 | Val  Acc: 0.4667
 Site-Clipart                       | Val  Loss: 2.2145 | Val  Acc: 0.3683
 Site-Real                          | Val  Loss: 2.1664 | Val  Acc: 0.5905
 Site-Real                          | Val  Loss: 2.1631 | Val  Acc: 0.5873
 Site-Painting                      | Val  Loss: 2.1768 | Val  Acc: 0.4952
 Site-Painting                      | Val  Loss: 2.1813 | Val  Acc: 0.4794
 Site-Sketch                        | Val  Loss: 2.1969 | Val  Acc: 0.3619
 Site-Sketch                        | Val  Loss: 2.1984 | Val  Acc: 0.4476
 Site-QuickDraw                     | Val  Loss: 2.2800 | Val  Acc: 0.2095
 Site-QuickDraw                     | Val  Loss: 2.2798 | Val  Acc: 0.1429
 Site-Infograph                     | Val  Loss: 2.2609 | Val  Acc: 0.2667
 Site-Infograph                     | Val  Loss: 2.2615 | Val  Acc: 0.2254
Average Valid Accuracy: 0.3868
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.4667
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.3683
 Best site-Real                      | Epoch:4 | Val Acc: 0.5905
 Best site-Real                      | Epoch:4 | Val Acc: 0.5873
 Best site-Painting                  | Epoch:4 | Val Acc: 0.4952
 Best site-Painting                  | Epoch:4 | Val Acc: 0.4794
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.3619
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.4476
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.2095
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.1429
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.2667
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.2254
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/term...
============ Train epoch 5 ============
 Site-Clipart                       | Train Loss: 2.1777 | Train Acc: 0.4841
 Site-Clipart                       | Train Loss: 2.1912 | Train Acc: 0.4555
 Site-Real                          | Train Loss: 2.1652 | Train Acc: 0.6115
 Site-Real                          | Train Loss: 2.1424 | Train Acc: 0.6695
