===2023-07-29 07:15:02===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.1512 | Train Acc: 0.5032
Average Train Accuracy: 0.6425
 Site-Clipart                       | Val  Loss: 1.9328 | Val  Acc: 0.6857
 Site-Clipart                       | Val  Loss: 1.9447 | Val  Acc: 0.6825
 Site-Real                          | Val  Loss: 1.8082 | Val  Acc: 0.8667
 Site-Real                          | Val  Loss: 1.8056 | Val  Acc: 0.8667
 Site-Painting                      | Val  Loss: 1.7999 | Val  Acc: 0.8381
 Site-Painting                      | Val  Loss: 1.8677 | Val  Acc: 0.7683
 Site-Sketch                        | Val  Loss: 1.9254 | Val  Acc: 0.6667
 Site-Sketch                        | Val  Loss: 1.9145 | Val  Acc: 0.7048
 Site-QuickDraw                     | Val  Loss: 2.1866 | Val  Acc: 0.2762
 Site-QuickDraw                     | Val  Loss: 2.1673 | Val  Acc: 0.3651
 Site-Infograph                     | Val  Loss: 2.1624 | Val  Acc: 0.3238
 Site-Infograph                     | Val  Loss: 2.1326 | Val  Acc: 0.3714
Average Valid Accuracy: 0.6180
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6857
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6825
 Best site-Real                      | Epoch:2 | Val Acc: 0.8667
 Best site-Real                      | Epoch:2 | Val Acc: 0.8667
 Best site-Painting                  | Epoch:2 | Val Acc: 0.8381
 Best site-Painting                  | Epoch:2 | Val Acc: 0.7683
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.6667
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.7048
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.2762
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.3651
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.3238
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.3714
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 3 ============
 Site-Clipart                       | Train Loss: 1.8011 | Train Acc: 0.7834
 Site-Clipart                       | Train Loss: 1.8140 | Train Acc: 0.7225
 Site-Real                          | Train Loss: 1.6856 | Train Acc: 0.8854
 Site-Real                          | Train Loss: 1.6330 | Train Acc: 0.9131
 Site-Painting                      | Train Loss: 1.7329 | Train Acc: 0.8153
 Site-Painting                      | Train Loss: 1.7399 | Train Acc: 0.8030
 Site-Sketch                        | Train Loss: 1.8206 | Train Acc: 0.6561
 Site-Sketch                        | Train Loss: 1.7761 | Train Acc: 0.7203
 Site-QuickDraw                     | Train Loss: 2.1146 | Train Acc: 0.3949
 Site-QuickDraw                     | Train Loss: 2.1215 | Train Acc: 0.4216
 Site-Infograph                     | Train Loss: 2.1160 | Train Acc: 0.3949
 Site-Infograph                     | Train Loss: 2.0566 | Train Acc: 0.4449
Average Train Accuracy: 0.6629
 Site-Clipart                       | Val  Loss: 1.8223 | Val  Acc: 0.7333
 Site-Clipart                       | Val  Loss: 1.8307 | Val  Acc: 0.7048
 Site-Real                          | Val  Loss: 1.6406 | Val  Acc: 0.9048
 Site-Real                          | Val  Loss: 1.6475 | Val  Acc: 0.9175
 Site-Painting                      | Val  Loss: 1.6639 | Val  Acc: 0.8286
 Site-Painting                      | Val  Loss: 1.7376 | Val  Acc: 0.8095
 Site-Sketch                        | Val  Loss: 1.7851 | Val  Acc: 0.7143
 Site-Sketch                        | Val  Loss: 1.7763 | Val  Acc: 0.7333
 Site-QuickDraw                     | Val  Loss: 2.1190 | Val  Acc: 0.4000
 Site-QuickDraw                     | Val  Loss: 2.1301 | Val  Acc: 0.3746
 Site-Infograph                     | Val  Loss: 2.1146 | Val  Acc: 0.3524
 Site-Infograph                     | Val  Loss: 2.0830 | Val  Acc: 0.4032
Average Valid Accuracy: 0.6563
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7333
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7048
 Best site-Real                      | Epoch:3 | Val Acc: 0.9048
 Best site-Real                      | Epoch:3 | Val Acc: 0.9175
 Best site-Painting                  | Epoch:3 | Val Acc: 0.8286
 Best site-Painting                  | Epoch:3 | Val Acc: 0.8095
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.7143
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.7333
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.4000
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.3746
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.3524
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.4032
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 4 ============
 Site-Clipart                       | Train Loss: 1.6970 | Train Acc: 0.7962
 Site-Clipart                       | Train Loss: 1.7035 | Train Acc: 0.7564
 Site-Real                          | Train Loss: 1.5478 | Train Acc: 0.8854
 Site-Real                          | Train Loss: 1.4855 | Train Acc: 0.9364
 Site-Painting                      | Train Loss: 1.5988 | Train Acc: 0.7580
 Site-Painting                      | Train Loss: 1.6271 | Train Acc: 0.8008
 Site-Sketch                        | Train Loss: 1.6960 | Train Acc: 0.6561
 Site-Sketch                        | Train Loss: 1.6573 | Train Acc: 0.7352
 Site-QuickDraw                     | Train Loss: 2.0575 | Train Acc: 0.4650
 Site-QuickDraw                     | Train Loss: 2.0827 | Train Acc: 0.4703
 Site-Infograph                     | Train Loss: 2.0402 | Train Acc: 0.4268
 Site-Infograph                     | Train Loss: 1.9983 | Train Acc: 0.4576
Average Train Accuracy: 0.6787
 Site-Clipart                       | Val  Loss: 1.7195 | Val  Acc: 0.7524
 Site-Clipart                       | Val  Loss: 1.7217 | Val  Acc: 0.7206
 Site-Real                          | Val  Loss: 1.5060 | Val  Acc: 0.9238
 Site-Real                          | Val  Loss: 1.5015 | Val  Acc: 0.9175
 Site-Painting                      | Val  Loss: 1.5378 | Val  Acc: 0.8381
 Site-Painting                      | Val  Loss: 1.6155 | Val  Acc: 0.8127
 Site-Sketch                        | Val  Loss: 1.6871 | Val  Acc: 0.7143
 Site-Sketch                        | Val  Loss: 1.6651 | Val  Acc: 0.7079
 Site-QuickDraw                     | Val  Loss: 2.0845 | Val  Acc: 0.4000
 Site-QuickDraw                     | Val  Loss: 2.0773 | Val  Acc: 0.4571
 Site-Infograph                     | Val  Loss: 2.0936 | Val  Acc: 0.3333
 Site-Infograph                     | Val  Loss: 2.0314 | Val  Acc: 0.4222
Average Valid Accuracy: 0.6667
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7524
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7206
 Best site-Real                      | Epoch:4 | Val Acc: 0.9238
 Best site-Real                      | Epoch:4 | Val Acc: 0.9175
 Best site-Painting                  | Epoch:4 | Val Acc: 0.8381
 Best site-Painting                  | Epoch:4 | Val Acc: 0.8127
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.7143
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.7079
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.4000
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.4571
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.3333
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.4222
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 5 ============
 Site-Clipart                       | Train Loss: 1.5733 | Train Acc: 0.7962
 Site-Clipart                       | Train Loss: 1.5995 | Train Acc: 0.7733
 Site-Real                          | Train Loss: 1.4046 | Train Acc: 0.8981
 Site-Real                          | Train Loss: 1.3610 | Train Acc: 0.9428
 Site-Painting                      | Train Loss: 1.4997 | Train Acc: 0.8344
 Site-Painting                      | Train Loss: 1.5038 | Train Acc: 0.8093
 Site-Sketch                        | Train Loss: 1.5712 | Train Acc: 0.7197
 Site-Sketch                        | Train Loss: 1.5734 | Train Acc: 0.7182
 Site-QuickDraw                     | Train Loss: 2.0309 | Train Acc: 0.4586
 Site-QuickDraw                     | Train Loss: 2.0426 | Train Acc: 0.4873
 Site-Infograph                     | Train Loss: 2.0312 | Train Acc: 0.4650
 Site-Infograph                     | Train Loss: 1.9706 | Train Acc: 0.4534
Average Train Accuracy: 0.6964
 Site-Clipart                       | Val  Loss: 1.6092 | Val  Acc: 0.7810
 Site-Clipart                       | Val  Loss: 1.6182 | Val  Acc: 0.7619
 Site-Real                          | Val  Loss: 1.3641 | Val  Acc: 0.9429
 Site-Real                          | Val  Loss: 1.3792 | Val  Acc: 0.9397
 Site-Painting                      | Val  Loss: 1.4100 | Val  Acc: 0.8762
 Site-Painting                      | Val  Loss: 1.4945 | Val  Acc: 0.8159
 Site-Sketch                        | Val  Loss: 1.5670 | Val  Acc: 0.8000
 Site-Sketch                        | Val  Loss: 1.5746 | Val  Acc: 0.7365
 Site-QuickDraw                     | Val  Loss: 2.0488 | Val  Acc: 0.4762
 Site-QuickDraw                     | Val  Loss: 2.0392 | Val  Acc: 0.4762
 Site-Infograph                     | Val  Loss: 2.0465 | Val  Acc: 0.3619
 Site-Infograph                     | Val  Loss: 1.9901 | Val  Acc: 0.4317
Average Valid Accuracy: 0.7000
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7810
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7619
 Best site-Real                      | Epoch:5 | Val Acc: 0.9429
 Best site-Real                      | Epoch:5 | Val Acc: 0.9397
 Best site-Painting                  | Epoch:5 | Val Acc: 0.8762
 Best site-Painting                  | Epoch:5 | Val Acc: 0.8159
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.8000
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.7365
 Best site-QuickDraw                 | Epoch:5 | Val Acc: 0.4762
 Best site-QuickDraw                 | Epoch:5 | Val Acc: 0.4762
 Best site-Infograph                 | Epoch:5 | Val Acc: 0.3619
 Best site-Infograph                 | Epoch:5 | Val Acc: 0.4317
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 6 ============
 Site-Clipart                       | Train Loss: 1.4660 | Train Acc: 0.8408
 Site-Clipart                       | Train Loss: 1.4900 | Train Acc: 0.7881
 Site-Real                          | Train Loss: 1.3327 | Train Acc: 0.8981
 Site-Real                          | Train Loss: 1.2226 | Train Acc: 0.9513
 Site-Painting                      | Train Loss: 1.3827 | Train Acc: 0.8471
 Site-Painting                      | Train Loss: 1.3932 | Train Acc: 0.8284
 Site-Sketch                        | Train Loss: 1.4998 | Train Acc: 0.6815
 Site-Sketch                        | Train Loss: 1.4518 | Train Acc: 0.7331
 Site-QuickDraw                     | Train Loss: 1.9806 | Train Acc: 0.4841
 Site-QuickDraw                     | Train Loss: 1.9993 | Train Acc: 0.5169
 Site-Infograph                     | Train Loss: 1.9759 | Train Acc: 0.4777
 Site-Infograph                     | Train Loss: 1.8925 | Train Acc: 0.4767
Average Train Accuracy: 0.7103
 Site-Clipart                       | Val  Loss: 1.5193 | Val  Acc: 0.7810
 Site-Clipart                       | Val  Loss: 1.5219 | Val  Acc: 0.7683
 Site-Real                          | Val  Loss: 1.2497 | Val  Acc: 0.9238
 Site-Real                          | Val  Loss: 1.2576 | Val  Acc: 0.9365
 Site-Painting                      | Val  Loss: 1.2785 | Val  Acc: 0.8857
 Site-Painting                      | Val  Loss: 1.3926 | Val  Acc: 0.8349
 Site-Sketch                        | Val  Loss: 1.4585 | Val  Acc: 0.7143
 Site-Sketch                        | Val  Loss: 1.4706 | Val  Acc: 0.7397
 Site-QuickDraw                     | Val  Loss: 1.9824 | Val  Acc: 0.4952
 Site-QuickDraw                     | Val  Loss: 2.0113 | Val  Acc: 0.4952
 Site-Infograph                     | Val  Loss: 1.9806 | Val  Acc: 0.3905
 Site-Infograph                     | Val  Loss: 1.9329 | Val  Acc: 0.4413
Average Valid Accuracy: 0.7005
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.7810
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.7683
 Best site-Real                      | Epoch:6 | Val Acc: 0.9238
 Best site-Real                      | Epoch:6 | Val Acc: 0.9365
 Best site-Painting                  | Epoch:6 | Val Acc: 0.8857
 Best site-Painting                  | Epoch:6 | Val Acc: 0.8349
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.7143
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.7397
 Best site-QuickDraw                 | Epoch:6 | Val Acc: 0.4952
 Best site-QuickDraw                 | Epoch:6 | Val Acc: 0.4952
 Best site-Infograph                 | Epoch:6 | Val Acc: 0.3905
 Best site-Infograph                 | Epoch:6 | Val Acc: 0.4413
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 7 ============
 Site-Clipart                       | Train Loss: 1.4347 | Train Acc: 0.8408
 Site-Clipart                       | Train Loss: 1.4039 | Train Acc: 0.8030
 Site-Real                          | Train Loss: 1.1938 | Train Acc: 0.8981
 Site-Real                          | Train Loss: 1.1316 | Train Acc: 0.9449
 Site-Painting                      | Train Loss: 1.2806 | Train Acc: 0.8662
 Site-Painting                      | Train Loss: 1.2849 | Train Acc: 0.8305
 Site-Sketch                        | Train Loss: 1.3919 | Train Acc: 0.7261
 Site-Sketch                        | Train Loss: 1.3701 | Train Acc: 0.7521
 Site-QuickDraw                     | Train Loss: 1.9351 | Train Acc: 0.5223
 Site-QuickDraw                     | Train Loss: 1.9495 | Train Acc: 0.5275
 Site-Infograph                     | Train Loss: 1.9155 | Train Acc: 0.4650
 Site-Infograph                     | Train Loss: 1.8439 | Train Acc: 0.4831
Average Train Accuracy: 0.7216
 Site-Clipart                       | Val  Loss: 1.4294 | Val  Acc: 0.8095
 Site-Clipart                       | Val  Loss: 1.4330 | Val  Acc: 0.7746
 Site-Real                          | Val  Loss: 1.1336 | Val  Acc: 0.9524
 Site-Real                          | Val  Loss: 1.1497 | Val  Acc: 0.9365
 Site-Painting                      | Val  Loss: 1.2039 | Val  Acc: 0.8762
 Site-Painting                      | Val  Loss: 1.3005 | Val  Acc: 0.8381
 Site-Sketch                        | Val  Loss: 1.3843 | Val  Acc: 0.7524
 Site-Sketch                        | Val  Loss: 1.3616 | Val  Acc: 0.7746
 Site-QuickDraw                     | Val  Loss: 1.9826 | Val  Acc: 0.4762
 Site-QuickDraw                     | Val  Loss: 1.9464 | Val  Acc: 0.5365
 Site-Infograph                     | Val  Loss: 1.9625 | Val  Acc: 0.4190
 Site-Infograph                     | Val  Loss: 1.8936 | Val  Acc: 0.4667
Average Valid Accuracy: 0.7177
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.8095
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.7746
 Best site-Real                      | Epoch:7 | Val Acc: 0.9524
 Best site-Real                      | Epoch:7 | Val Acc: 0.9365
 Best site-Painting                  | Epoch:7 | Val Acc: 0.8762
 Best site-Painting                  | Epoch:7 | Val Acc: 0.8381
 Best site-Sketch                    | Epoch:7 | Val Acc: 0.7524
 Best site-Sketch                    | Epoch:7 | Val Acc: 0.7746
 Best site-QuickDraw                 | Epoch:7 | Val Acc: 0.4762
 Best site-QuickDraw                 | Epoch:7 | Val Acc: 0.5365
 Best site-Infograph                 | Epoch:7 | Val Acc: 0.4190
 Best site-Infograph                 | Epoch:7 | Val Acc: 0.4667
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 8 ============
 Site-Clipart                       | Train Loss: 1.2831 | Train Acc: 0.8408
 Site-Clipart                       | Train Loss: 1.3315 | Train Acc: 0.8199
 Site-Real                          | Train Loss: 1.0966 | Train Acc: 0.9236
 Site-Real                          | Train Loss: 1.0195 | Train Acc: 0.9555
 Site-Painting                      | Train Loss: 1.2064 | Train Acc: 0.8535
 Site-Painting                      | Train Loss: 1.2181 | Train Acc: 0.8475
 Site-Sketch                        | Train Loss: 1.3341 | Train Acc: 0.7261
 Site-Sketch                        | Train Loss: 1.3088 | Train Acc: 0.7627
 Site-QuickDraw                     | Train Loss: 1.9126 | Train Acc: 0.5478
 Site-QuickDraw                     | Train Loss: 1.9251 | Train Acc: 0.5487
 Site-Infograph                     | Train Loss: 1.9118 | Train Acc: 0.4650
 Site-Infograph                     | Train Loss: 1.8125 | Train Acc: 0.5042
Average Train Accuracy: 0.7329
 Site-Clipart                       | Val  Loss: 1.3934 | Val  Acc: 0.7905
 Site-Clipart                       | Val  Loss: 1.3753 | Val  Acc: 0.7810
 Site-Real                          | Val  Loss: 1.0507 | Val  Acc: 0.9333
 Site-Real                          | Val  Loss: 1.0438 | Val  Acc: 0.9460
 Site-Painting                      | Val  Loss: 1.0989 | Val  Acc: 0.9048
 Site-Painting                      | Val  Loss: 1.2181 | Val  Acc: 0.8476
 Site-Sketch                        | Val  Loss: 1.3098 | Val  Acc: 0.7810
 Site-Sketch                        | Val  Loss: 1.2976 | Val  Acc: 0.7524
 Site-QuickDraw                     | Val  Loss: 1.9206 | Val  Acc: 0.4762
 Site-QuickDraw                     | Val  Loss: 1.9164 | Val  Acc: 0.5619
 Site-Infograph                     | Val  Loss: 1.9268 | Val  Acc: 0.4667
 Site-Infograph                     | Val  Loss: 1.8534 | Val  Acc: 0.4571
Average Valid Accuracy: 0.7249
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.7905
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.7810
 Best site-Real                      | Epoch:8 | Val Acc: 0.9333
 Best site-Real                      | Epoch:8 | Val Acc: 0.9460
 Best site-Painting                  | Epoch:8 | Val Acc: 0.9048
 Best site-Painting                  | Epoch:8 | Val Acc: 0.8476
 Best site-Sketch                    | Epoch:8 | Val Acc: 0.7810
 Best site-Sketch                    | Epoch:8 | Val Acc: 0.7524
 Best site-QuickDraw                 | Epoch:8 | Val Acc: 0.4762
 Best site-QuickDraw                 | Epoch:8 | Val Acc: 0.5619
 Best site-Infograph                 | Epoch:8 | Val Acc: 0.4667
 Best site-Infograph                 | Epoch:8 | Val Acc: 0.4571
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_0/term...
============ Train epoch 9 ============
 Site-Clipart                       | Train Loss: 1.2350 | Train Acc: 0.8217
 Site-Clipart                       | Train Loss: 1.2676 | Train Acc: 0.8284
 Site-Real                          | Train Loss: 1.0428 | Train Acc: 0.9108
 Site-Real                          | Train Loss: 0.9258 | Train Acc: 0.9513
 Site-Painting                      | Train Loss: 1.0664 | Train Acc: 0.8726
 Site-Painting                      | Train Loss: 1.1342 | Train Acc: 0.8559
 Site-Sketch                        | Train Loss: 1.2323 | Train Acc: 0.7325
 Site-Sketch                        | Train Loss: 1.2181 | Train Acc: 0.7712
 Site-QuickDraw                     | Train Loss: 1.8604 | Train Acc: 0.5605
 Site-QuickDraw                     | Train Loss: 1.8917 | Train Acc: 0.5508
 Site-Infograph                     | Train Loss: 1.8676 | Train Acc: 0.5096
 Site-Infograph                     | Train Loss: 1.7778 | Train Acc: 0.5064
Average Train Accuracy: 0.7393
 Site-Clipart                       | Val  Loss: 1.2634 | Val  Acc: 0.8476
 Site-Clipart                       | Val  Loss: 1.3004 | Val  Acc: 0.8063
 Site-Real                          | Val  Loss: 0.9591 | Val  Acc: 0.9524
 Site-Real                          | Val  Loss: 0.9542 | Val  Acc: 0.9397
 Site-Painting                      | Val  Loss: 1.0077 | Val  Acc: 0.8857
 Site-Painting                      | Val  Loss: 1.1232 | Val  Acc: 0.8635
 Site-Sketch                        | Val  Loss: 1.2167 | Val  Acc: 0.7905
 Site-Sketch                        | Val  Loss: 1.2101 | Val  Acc: 0.7746
 Site-QuickDraw                     | Val  Loss: 1.9024 | Val  Acc: 0.4571
 Site-QuickDraw                     | Val  Loss: 1.8868 | Val  Acc: 0.5619
 Site-Infograph                     | Val  Loss: 1.9030 | Val  Acc: 0.4190
 Site-Infograph                     | Val  Loss: 1.8127 | Val  Acc: 0.4889
Average Valid Accuracy: 0.7323
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.8476
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.8063
 Best site-Real                      | Epoch:9 | Val Acc: 0.9524
 Best site-Real                      | Epoch:9 | Val Acc: 0.9397
 Best site-Painting                  | Epoch:9 | Val Acc: 0.8857
 Best site-Painting                  | Epoch:9 | Val Acc: 0.8635
 Best site-Sketch                    | Epoch:9 | Val Acc: 0.7905
 Best site-Sketch                    | Epoch:9 | Val Acc: 0.7746
 Best site-QuickDraw                 | Epoch:9 | Val Acc: 0.4571
 Best site-QuickDraw                 | Epoch:9 | Val Acc: 0.5619
 Best site-Infograph                 | Epoch:9 | Val Acc: 0.4190
