===2023-07-26 19:54:44===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,11,17,28,45,72,116,186,298,477,18,29,46,74,119,191,306,53,85,136,217,59,95,152,73,118,120,
client_nums=[10,7,4,3,2,1,]
len_dataset=[2103,1314,821,513,320,200,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.1859 | Train Acc: 0.5000
 Site-Clipart                       | Train Loss: 2.2581 | Train Acc: 0.2727
 Site-Clipart                       | Train Loss: 2.1856 | Train Acc: 0.4118
 Site-Clipart                       | Train Loss: 2.1796 | Train Acc: 0.3214
 Site-Clipart                       | Train Loss: 2.1843 | Train Acc: 0.4222
 Site-Clipart                       | Train Loss: 2.2404 | Train Acc: 0.4722
 Site-Clipart                       | Train Loss: 2.1929 | Train Acc: 0.3621
 Site-Clipart                       | Train Loss: 2.2060 | Train Acc: 0.4032
 Site-Clipart                       | Train Loss: 2.2059 | Train Acc: 0.3456
 Site-Clipart                       | Train Loss: 2.1914 | Train Acc: 0.3522
 Site-Real                          | Train Loss: 2.2096 | Train Acc: 0.5556
 Site-Real                          | Train Loss: 2.1773 | Train Acc: 0.6552
 Site-Real                          | Train Loss: 2.2034 | Train Acc: 0.4565
 Site-Real                          | Train Loss: 2.2014 | Train Acc: 0.4324
 Site-Real                          | Train Loss: 2.1857 | Train Acc: 0.5210
 Site-Real                          | Train Loss: 2.1788 | Train Acc: 0.5812
 Site-Real                          | Train Loss: 2.1871 | Train Acc: 0.5000
 Site-Painting                      | Train Loss: 2.2173 | Train Acc: 0.3774
 Site-Painting                      | Train Loss: 2.1894 | Train Acc: 0.4588
 Site-Painting                      | Train Loss: 2.1896 | Train Acc: 0.3676
 Site-Painting                      | Train Loss: 2.1911 | Train Acc: 0.4055
 Site-Sketch                        | Train Loss: 2.2006 | Train Acc: 0.3220
 Site-Sketch                        | Train Loss: 2.2278 | Train Acc: 0.2947
 Site-Sketch                        | Train Loss: 2.2274 | Train Acc: 0.3289
 Site-QuickDraw                     | Train Loss: 2.2822 | Train Acc: 0.0959
 Site-QuickDraw                     | Train Loss: 2.2707 | Train Acc: 0.1186
 Site-Infograph                     | Train Loss: 2.2891 | Train Acc: 0.2167
Average Train Accuracy: 0.3908
 Site-Clipart                       | Val  Loss: 2.1215 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 2.1109 | Val  Acc: 0.4286
 Site-Clipart                       | Val  Loss: 2.2112 | Val  Acc: 0.4545
 Site-Clipart                       | Val  Loss: 2.1877 | Val  Acc: 0.4444
 Site-Clipart                       | Val  Loss: 2.1779 | Val  Acc: 0.4000
 Site-Clipart                       | Val  Loss: 2.1811 | Val  Acc: 0.3750
 Site-Clipart                       | Val  Loss: 2.1848 | Val  Acc: 0.3636
 Site-Clipart                       | Val  Loss: 2.2048 | Val  Acc: 0.3226
 Site-Clipart                       | Val  Loss: 2.2043 | Val  Acc: 0.3384
 Site-Clipart                       | Val  Loss: 2.2149 | Val  Acc: 0.3208
 Site-Real                          | Val  Loss: 2.1979 | Val  Acc: 0.3333
 Site-Real                          | Val  Loss: 2.1923 | Val  Acc: 0.5263
 Site-Real                          | Val  Loss: 2.1774 | Val  Acc: 0.5806
 Site-Real                          | Val  Loss: 2.1828 | Val  Acc: 0.5306
 Site-Real                          | Val  Loss: 2.1841 | Val  Acc: 0.5190
 Site-Real                          | Val  Loss: 2.1681 | Val  Acc: 0.5669
 Site-Real                          | Val  Loss: 2.1894 | Val  Acc: 0.5392
 Site-Painting                      | Val  Loss: 2.2101 | Val  Acc: 0.2286
 Site-Painting                      | Val  Loss: 2.2161 | Val  Acc: 0.3393
 Site-Painting                      | Val  Loss: 2.2068 | Val  Acc: 0.4000
 Site-Painting                      | Val  Loss: 2.2014 | Val  Acc: 0.3724
 Site-Sketch                        | Val  Loss: 2.2177 | Val  Acc: 0.3333
 Site-Sketch                        | Val  Loss: 2.2086 | Val  Acc: 0.3810
 Site-Sketch                        | Val  Loss: 2.2339 | Val  Acc: 0.2772
 Site-QuickDraw                     | Val  Loss: 2.2693 | Val  Acc: 0.0816
 Site-QuickDraw                     | Val  Loss: 2.2655 | Val  Acc: 0.1795
 Site-Infograph                     | Val  Loss: 2.2727 | Val  Acc: 0.1750
