===2023-07-27 02:37:11===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,11,17,28,45,72,116,186,298,477,18,29,46,74,119,191,306,53,85,136,217,59,95,152,73,118,120,
client_nums=[10,7,4,3,2,1,]
len_dataset=[2103,1314,821,513,320,200,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.1772 | Train Acc: 0.5000
 Site-Clipart                       | Train Loss: 2.2095 | Train Acc: 0.2727
 Site-Clipart                       | Train Loss: 2.1792 | Train Acc: 0.5294
 Site-Clipart                       | Train Loss: 2.1727 | Train Acc: 0.4286
 Site-Clipart                       | Train Loss: 2.1806 | Train Acc: 0.4222
 Site-Clipart                       | Train Loss: 2.1691 | Train Acc: 0.4722
 Site-Clipart                       | Train Loss: 2.1945 | Train Acc: 0.3534
 Site-Clipart                       | Train Loss: 2.2113 | Train Acc: 0.3387
 Site-Clipart                       | Train Loss: 2.2041 | Train Acc: 0.3322
 Site-Clipart                       | Train Loss: 2.1932 | Train Acc: 0.3438
 Site-Real                          | Train Loss: 2.2034 | Train Acc: 0.5000
 Site-Real                          | Train Loss: 2.1851 | Train Acc: 0.5862
 Site-Real                          | Train Loss: 2.2144 | Train Acc: 0.3913
 Site-Real                          | Train Loss: 2.2176 | Train Acc: 0.5270
 Site-Real                          | Train Loss: 2.1839 | Train Acc: 0.5462
 Site-Real                          | Train Loss: 2.1767 | Train Acc: 0.6126
 Site-Real                          | Train Loss: 2.1890 | Train Acc: 0.4771
 Site-Painting                      | Train Loss: 2.2154 | Train Acc: 0.3585
 Site-Painting                      | Train Loss: 2.1873 | Train Acc: 0.3882
 Site-Painting                      | Train Loss: 2.1948 | Train Acc: 0.4191
 Site-Painting                      | Train Loss: 2.1967 | Train Acc: 0.4147
 Site-Sketch                        | Train Loss: 2.2105 | Train Acc: 0.3390
 Site-Sketch                        | Train Loss: 2.2298 | Train Acc: 0.3368
 Site-Sketch                        | Train Loss: 2.2159 | Train Acc: 0.3355
 Site-QuickDraw                     | Train Loss: 2.2809 | Train Acc: 0.0685
 Site-QuickDraw                     | Train Loss: 2.2744 | Train Acc: 0.1356
 Site-Infograph                     | Train Loss: 2.2876 | Train Acc: 0.2167
Average Train Accuracy: 0.3943
 Site-Clipart                       | Val  Loss: 2.1402 | Val  Acc: 0.5000
 Site-Clipart                       | Val  Loss: 2.1136 | Val  Acc: 0.5714
 Site-Clipart                       | Val  Loss: 2.1926 | Val  Acc: 0.3636
 Site-Clipart                       | Val  Loss: 2.1686 | Val  Acc: 0.5556
 Site-Clipart                       | Val  Loss: 2.1670 | Val  Acc: 0.4000
 Site-Clipart                       | Val  Loss: 2.1928 | Val  Acc: 0.3542
 Site-Clipart                       | Val  Loss: 2.1961 | Val  Acc: 0.4026
 Site-Clipart                       | Val  Loss: 2.1958 | Val  Acc: 0.3387
 Site-Clipart                       | Val  Loss: 2.2101 | Val  Acc: 0.3636
 Site-Clipart                       | Val  Loss: 2.2099 | Val  Acc: 0.3585
 Site-Real                          | Val  Loss: 2.1977 | Val  Acc: 0.5000
 Site-Real                          | Val  Loss: 2.1857 | Val  Acc: 0.5263
 Site-Real                          | Val  Loss: 2.1808 | Val  Acc: 0.5806
 Site-Real                          | Val  Loss: 2.1838 | Val  Acc: 0.5510
 Site-Real                          | Val  Loss: 2.1738 | Val  Acc: 0.5443
 Site-Real                          | Val  Loss: 2.1699 | Val  Acc: 0.5591
 Site-Real                          | Val  Loss: 2.1964 | Val  Acc: 0.5539
 Site-Painting                      | Val  Loss: 2.2075 | Val  Acc: 0.3429
 Site-Painting                      | Val  Loss: 2.2208 | Val  Acc: 0.3393
 Site-Painting                      | Val  Loss: 2.1999 | Val  Acc: 0.3667
 Site-Painting                      | Val  Loss: 2.2014 | Val  Acc: 0.3724
 Site-Sketch                        | Val  Loss: 2.2308 | Val  Acc: 0.2564
 Site-Sketch                        | Val  Loss: 2.2196 | Val  Acc: 0.3651
 Site-Sketch                        | Val  Loss: 2.2316 | Val  Acc: 0.2871
 Site-QuickDraw                     | Val  Loss: 2.2723 | Val  Acc: 0.1429
 Site-QuickDraw                     | Val  Loss: 2.2630 | Val  Acc: 0.1154
 Site-Infograph                     | Val  Loss: 2.2752 | Val  Acc: 0.2000
Average Valid Accuracy: 0.4004
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.5000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.5714
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3636
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.5556
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3542
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4026
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3387
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3636
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3585
 Best site-Real                      | Epoch:0 | Val Acc: 0.5000
 Best site-Real                      | Epoch:0 | Val Acc: 0.5263
 Best site-Real                      | Epoch:0 | Val Acc: 0.5806
 Best site-Real                      | Epoch:0 | Val Acc: 0.5510
 Best site-Real                      | Epoch:0 | Val Acc: 0.5443
