===2023-07-28 04:10:38===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[115,161,225,316,442,126,177,248,348,147,206,289,191,267,327,234,
client_nums=[5,4,3,2,1,1,]
len_dataset=[2103,1502,1072,765,546,390,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.3947 | Train Acc: 0.8261
 Site-Clipart                       | Train Loss: 1.3149 | Train Acc: 0.8634
 Site-Clipart                       | Train Loss: 1.4859 | Train Acc: 0.7733
 Site-Clipart                       | Train Loss: 1.4011 | Train Acc: 0.7975
 Site-Clipart                       | Train Loss: 1.4175 | Train Acc: 0.8077
 Site-Real                          | Train Loss: 1.2586 | Train Acc: 0.8810
 Site-Real                          | Train Loss: 1.1319 | Train Acc: 0.9605
 Site-Real                          | Train Loss: 1.1425 | Train Acc: 0.9476
 Site-Real                          | Train Loss: 1.2400 | Train Acc: 0.9109
 Site-Painting                      | Train Loss: 1.3234 | Train Acc: 0.8571
 Site-Painting                      | Train Loss: 1.3395 | Train Acc: 0.8350
 Site-Painting                      | Train Loss: 1.3453 | Train Acc: 0.8270
 Site-Sketch                        | Train Loss: 1.4483 | Train Acc: 0.6859
 Site-Sketch                        | Train Loss: 1.3722 | Train Acc: 0.7491
 Site-QuickDraw                     | Train Loss: 2.0681 | Train Acc: 0.3333
 Site-Infograph                     | Train Loss: 1.9782 | Train Acc: 0.4274
Average Train Accuracy: 0.7802
 Site-Clipart                       | Val  Loss: 1.2416 | Val  Acc: 0.8421
 Site-Clipart                       | Val  Loss: 1.3786 | Val  Acc: 0.8037
 Site-Clipart                       | Val  Loss: 1.4415 | Val  Acc: 0.8133
 Site-Clipart                       | Val  Loss: 1.3703 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.4648 | Val  Acc: 0.7695
 Site-Real                          | Val  Loss: 1.2318 | Val  Acc: 0.9048
 Site-Real                          | Val  Loss: 1.2134 | Val  Acc: 0.9407
 Site-Real                          | Val  Loss: 1.1425 | Val  Acc: 0.9455
 Site-Real                          | Val  Loss: 1.1348 | Val  Acc: 0.9481
 Site-Painting                      | Val  Loss: 1.2635 | Val  Acc: 0.8878
 Site-Painting                      | Val  Loss: 1.3024 | Val  Acc: 0.8467
 Site-Painting                      | Val  Loss: 1.3263 | Val  Acc: 0.8333
 Site-Sketch                        | Val  Loss: 1.4077 | Val  Acc: 0.7480
 Site-Sketch                        | Val  Loss: 1.4508 | Val  Acc: 0.7303
 Site-QuickDraw                     | Val  Loss: 2.0962 | Val  Acc: 0.2982
 Site-Infograph                     | Val  Loss: 1.8931 | Val  Acc: 0.4808
Average Valid Accuracy: 0.7870
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8421
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8037
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8133
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7695
 Best site-Real                      | Epoch:0 | Val Acc: 0.9048
 Best site-Real                      | Epoch:0 | Val Acc: 0.9407
 Best site-Real                      | Epoch:0 | Val Acc: 0.9455
 Best site-Real                      | Epoch:0 | Val Acc: 0.9481
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8878
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8467
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8333
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7480
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7303
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.2982
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4808
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_0/fedsam...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 0.9523 | Train Acc: 0.8435
 Site-Clipart                       | Train Loss: 0.8509 | Train Acc: 0.8758
 Site-Clipart                       | Train Loss: 0.9584 | Train Acc: 0.8400
