===2023-07-28 06:06:39===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[115,161,225,316,442,126,177,248,348,147,206,289,191,267,327,234,
client_nums=[5,4,3,2,1,1,]
len_dataset=[2103,1502,1072,765,546,390,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.1780 | Train Acc: 0.4348
 Site-Clipart                       | Train Loss: 2.1762 | Train Acc: 0.4658
 Site-Clipart                       | Train Loss: 2.2085 | Train Acc: 0.3867
 Site-Clipart                       | Train Loss: 2.1910 | Train Acc: 0.3513
 Site-Clipart                       | Train Loss: 2.1813 | Train Acc: 0.4208
 Site-Real                          | Train Loss: 2.1885 | Train Acc: 0.5079
 Site-Real                          | Train Loss: 2.1626 | Train Acc: 0.5706
 Site-Real                          | Train Loss: 2.1661 | Train Acc: 0.5726
 Site-Real                          | Train Loss: 2.1768 | Train Acc: 0.5431
 Site-Painting                      | Train Loss: 2.1922 | Train Acc: 0.4422
 Site-Painting                      | Train Loss: 2.1858 | Train Acc: 0.4223
 Site-Painting                      | Train Loss: 2.1814 | Train Acc: 0.4464
 Site-Sketch                        | Train Loss: 2.2084 | Train Acc: 0.3665
 Site-Sketch                        | Train Loss: 2.1865 | Train Acc: 0.3933
 Site-QuickDraw                     | Train Loss: 2.2745 | Train Acc: 0.1284
 Site-Infograph                     | Train Loss: 2.2794 | Train Acc: 0.2137
Average Train Accuracy: 0.4166
 Site-Clipart                       | Val  Loss: 2.1266 | Val  Acc: 0.4474
 Site-Clipart                       | Val  Loss: 2.1729 | Val  Acc: 0.3832
 Site-Clipart                       | Val  Loss: 2.1877 | Val  Acc: 0.4200
 Site-Clipart                       | Val  Loss: 2.1913 | Val  Acc: 0.3714
 Site-Clipart                       | Val  Loss: 2.1978 | Val  Acc: 0.3661
 Site-Real                          | Val  Loss: 2.1632 | Val  Acc: 0.4762
 Site-Real                          | Val  Loss: 2.1789 | Val  Acc: 0.5424
 Site-Real                          | Val  Loss: 2.1669 | Val  Acc: 0.5394
 Site-Real                          | Val  Loss: 2.1642 | Val  Acc: 0.5801
 Site-Painting                      | Val  Loss: 2.1578 | Val  Acc: 0.5204
 Site-Painting                      | Val  Loss: 2.1433 | Val  Acc: 0.4307
 Site-Painting                      | Val  Loss: 2.1911 | Val  Acc: 0.3854
 Site-Sketch                        | Val  Loss: 2.1777 | Val  Acc: 0.4016
 Site-Sketch                        | Val  Loss: 2.2060 | Val  Acc: 0.3989
 Site-QuickDraw                     | Val  Loss: 2.2786 | Val  Acc: 0.1193
 Site-Infograph                     | Val  Loss: 2.2650 | Val  Acc: 0.2051
Average Valid Accuracy: 0.4117
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4474
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3832
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4200
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3714
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3661
 Best site-Real                      | Epoch:0 | Val Acc: 0.4762
 Best site-Real                      | Epoch:0 | Val Acc: 0.5424
 Best site-Real                      | Epoch:0 | Val Acc: 0.5394
 Best site-Real                      | Epoch:0 | Val Acc: 0.5801
 Best site-Painting                  | Epoch:0 | Val Acc: 0.5204
 Best site-Painting                  | Epoch:0 | Val Acc: 0.4307
 Best site-Painting                  | Epoch:0 | Val Acc: 0.3854
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.4016
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.3989
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1193
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.2051
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_0/fedmix...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 2.0939 | Train Acc: 0.6087
 Site-Clipart                       | Train Loss: 2.0621 | Train Acc: 0.6646
 Site-Clipart                       | Train Loss: 2.1166 | Train Acc: 0.5378
 Site-Clipart                       | Train Loss: 2.0864 | Train Acc: 0.5854
 Site-Clipart                       | Train Loss: 2.0842 | Train Acc: 0.6063
 Site-Real                          | Train Loss: 2.0640 | Train Acc: 0.7540
 Site-Real                          | Train Loss: 2.0351 | Train Acc: 0.8192
 Site-Real                          | Train Loss: 2.0304 | Train Acc: 0.8145
 Site-Real                          | Train Loss: 2.0488 | Train Acc: 0.7730
 Site-Painting                      | Train Loss: 2.0673 | Train Acc: 0.6599
 Site-Painting                      | Train Loss: 2.0706 | Train Acc: 0.6117
