===2023-08-10 20:11:33===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
 Site-photo                         | Train Loss: 1.1778 | Train Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3887 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3454 | Val  Acc: 0.9615
 Site-art_painting                  | Val  Loss: 0.3655 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.4736 | Val  Acc: 0.8588
 Site-cartoon                       | Val  Loss: 0.8948 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.7347 | Val  Acc: 0.8312
 Site-sketch                        | Val  Loss: 1.2227 | Val  Acc: 0.5128
Average Valid Accuracy: 0.9305
============ Train epoch 17 ============
 Site-photo                         | Train Loss: 0.0058 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0905 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0432 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0028 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0018 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0177 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0038 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0047 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0079 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0077 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2978 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5484 | Train Acc: 0.7727
 Site-art_painting                  | Train Loss: 0.4469 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 0.3615 | Train Acc: 0.9028
 Site-art_painting                  | Train Loss: 0.3745 | Train Acc: 0.8906
 Site-cartoon                       | Train Loss: 1.0144 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.5330 | Train Acc: 0.8783
 Site-sketch                        | Train Loss: 1.3528 | Train Acc: 0.4483
Average Train Accuracy: 0.9183
 Site-photo                         | Val  Loss: 0.0102 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0132 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0466 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0092 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0026 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0315 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0063 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0192 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0039 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0157 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3831 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.4838 | Val  Acc: 0.8000
 Site-art_painting                  | Val  Loss: 0.4615 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.2878 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.4242 | Val  Acc: 0.9176
 Site-cartoon                       | Val  Loss: 0.7467 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 0.6461 | Val  Acc: 0.8182
 Site-sketch                        | Val  Loss: 1.2239 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9226
============ Train epoch 18 ============
 Site-photo                         | Train Loss: 0.0068 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1985 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0306 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0024 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0101 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0094 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0023 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0041 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0076 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0085 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2512 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5095 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.5506 | Train Acc: 0.8000
 Site-art_painting                  | Train Loss: 0.3444 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.3438 | Train Acc: 0.9297
 Site-cartoon                       | Train Loss: 0.9007 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.5579 | Train Acc: 0.8783
 Site-sketch                        | Train Loss: 1.2652 | Train Acc: 0.5517
Average Train Accuracy: 0.9279
 Site-photo                         | Val  Loss: 0.0044 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0148 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0041 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0023 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0019 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0034 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0041 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0062 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0024 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0035 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3167 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.4390 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.3339 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.2604 | Val  Acc: 0.9574
 Site-art_painting                  | Val  Loss: 0.3357 | Val  Acc: 0.9412
 Site-cartoon                       | Val  Loss: 0.6396 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 0.6226 | Val  Acc: 0.8831
 Site-sketch                        | Val  Loss: 1.1986 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9426
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-photo                     | Epoch:18 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:18 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:18 | Val Acc: 0.8667
 Best site-art_painting              | Epoch:18 | Val Acc: 0.9231
 Best site-art_painting              | Epoch:18 | Val Acc: 0.9574
 Best site-art_painting              | Epoch:18 | Val Acc: 0.9412
 Best site-cartoon                   | Epoch:18 | Val Acc: 0.8571
 Best site-cartoon                   | Epoch:18 | Val Acc: 0.8831
 Best site-sketch                    | Epoch:18 | Val Acc: 0.5385
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedsam...
============ Train epoch 19 ============
 Site-photo                         | Train Loss: 0.0042 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1042 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0117 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0012 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0566 | Train Acc: 0.9750
 Site-photo                         | Train Loss: 0.0041 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0029 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0026 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0119 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0052 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3773 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4839 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.4500 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.2506 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.3356 | Train Acc: 0.9297
 Site-cartoon                       | Train Loss: 0.7927 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 0.5925 | Train Acc: 0.8522
 Site-sketch                        | Train Loss: 1.1544 | Train Acc: 0.5690
Average Train Accuracy: 0.9219
 Site-photo                         | Val  Loss: 0.0496 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0082 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0123 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0067 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0017 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0034 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0040 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0104 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0019 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0026 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2606 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.6746 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.3834 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.2235 | Val  Acc: 0.9574
 Site-art_painting                  | Val  Loss: 0.3652 | Val  Acc: 0.9412
 Site-cartoon                       | Val  Loss: 0.8006 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.6031 | Val  Acc: 0.8831
 Site-sketch                        | Val  Loss: 1.3222 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9277
============ Train epoch 20 ============
 Site-photo                         | Train Loss: 0.0065 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2072 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0107 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0024 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0009 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0073 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0033 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0113 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0057 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0031 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.1862 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4345 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.5147 | Train Acc: 0.8500
 Site-art_painting                  | Train Loss: 0.3180 | Train Acc: 0.9583
 Site-art_painting                  | Train Loss: 0.2960 | Train Acc: 0.9141
 Site-cartoon                       | Train Loss: 0.9583 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.5079 | Train Acc: 0.8609
 Site-sketch                        | Train Loss: 1.1699 | Train Acc: 0.5517
Average Train Accuracy: 0.9266
 Site-photo                         | Val  Loss: 0.0171 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0055 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0060 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0014 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0017 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0036 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0020 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0228 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0024 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0023 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2688 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.1984 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.4136 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.2435 | Val  Acc: 0.9574
 Site-art_painting                  | Val  Loss: 0.3813 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.6926 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 0.6256 | Val  Acc: 0.8442
 Site-sketch                        | Val  Loss: 1.2308 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9472
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-photo                     | Epoch:20 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:20 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:20 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:20 | Val Acc: 0.9231
 Best site-art_painting              | Epoch:20 | Val Acc: 0.9574
 Best site-art_painting              | Epoch:20 | Val Acc: 0.9294
 Best site-cartoon                   | Epoch:20 | Val Acc: 0.8571
 Best site-cartoon                   | Epoch:20 | Val Acc: 0.8442
 Best site-sketch                    | Epoch:20 | Val Acc: 0.5385
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedsam...
============ Train epoch 21 ============
 Site-photo                         | Train Loss: 0.0034 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0779 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0415 | Train Acc: 0.9583
 Site-photo                         | Train Loss: 0.0014 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0016 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0068 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0053 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0063 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0216 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0153 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2426 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.3472 | Train Acc: 0.9545
 Site-art_painting                  | Train Loss: 0.3680 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.2576 | Train Acc: 0.9028
 Site-art_painting                  | Train Loss: 0.3346 | Train Acc: 0.9453
 Site-cartoon                       | Train Loss: 0.8095 | Train Acc: 0.9091
 Site-cartoon                       | Train Loss: 0.5244 | Train Acc: 0.8696
 Site-sketch                        | Train Loss: 1.1947 | Train Acc: 0.5517
Average Train Accuracy: 0.9358
 Site-photo                         | Val  Loss: 0.0017 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0079 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0117 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0076 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0020 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0039 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0041 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0040 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0022 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0020 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.1677 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3107 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3448 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.3634 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.4355 | Val  Acc: 0.9059
 Site-cartoon                       | Val  Loss: 0.7244 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.5563 | Val  Acc: 0.9221
 Site-sketch                        | Val  Loss: 1.1000 | Val  Acc: 0.6154
Average Valid Accuracy: 0.9405
============ Train epoch 22 ============
 Site-photo                         | Train Loss: 0.0039 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1059 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0093 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0010 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0011 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0019 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0010 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0026 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0034 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0068 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.1596 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3924 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.3412 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.1572 | Train Acc: 0.9583
 Site-art_painting                  | Train Loss: 0.2978 | Train Acc: 0.9219
 Site-cartoon                       | Train Loss: 0.8944 | Train Acc: 0.9091
 Site-cartoon                       | Train Loss: 0.4658 | Train Acc: 0.9217
 Site-sketch                        | Train Loss: 1.2906 | Train Acc: 0.5000
Average Train Accuracy: 0.9374
 Site-photo                         | Val  Loss: 0.0129 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0580 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0018 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0056 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0014 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0026 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0020 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0665 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.0027 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0061 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2364 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.2084 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3084 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.2996 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.3283 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.7007 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.6685 | Val  Acc: 0.8961
 Site-sketch                        | Val  Loss: 1.2010 | Val  Acc: 0.5128
Average Valid Accuracy: 0.9279
============ Train epoch 23 ============
 Site-photo                         | Train Loss: 0.0018 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1185 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0193 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0018 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0007 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0019 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0045 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0014 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0087 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0024 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2084 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5917 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.4239 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.3830 | Train Acc: 0.9722
 Site-art_painting                  | Train Loss: 0.2646 | Train Acc: 0.9141
 Site-cartoon                       | Train Loss: 0.8415 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.4828 | Train Acc: 0.9043
 Site-sketch                        | Train Loss: 1.1367 | Train Acc: 0.6034
Average Train Accuracy: 0.9400
 Site-photo                         | Val  Loss: 0.0006 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0047 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0156 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0011 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0012 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0030 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0021 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0024 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0035 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0033 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2904 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.2800 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3615 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.2204 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.2336 | Val  Acc: 0.9529
 Site-cartoon                       | Val  Loss: 0.6911 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 0.5940 | Val  Acc: 0.8442
 Site-sketch                        | Val  Loss: 1.0809 | Val  Acc: 0.6154
Average Valid Accuracy: 0.9410
============ Train epoch 24 ============
 Site-photo                         | Train Loss: 0.0027 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1278 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0074 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0010 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0005 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0031 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0023 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0265 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0051 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0027 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2669 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5343 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.3755 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.2314 | Train Acc: 0.9028
 Site-art_painting                  | Train Loss: 0.2840 | Train Acc: 0.9453
 Site-cartoon                       | Train Loss: 0.9397 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 0.4593 | Train Acc: 0.9043
 Site-sketch                        | Train Loss: 1.1720 | Train Acc: 0.5172
Average Train Accuracy: 0.9249
 Site-photo                         | Val  Loss: 0.0309 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0178 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0091 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0015 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0014 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0019 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0009 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0048 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0029 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0009 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.1121 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.4566 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.4138 | Val  Acc: 0.8462
 Site-art_painting                  | Val  Loss: 0.3406 | Val  Acc: 0.8936
 Site-art_painting                  | Val  Loss: 0.3644 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.6131 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 0.5482 | Val  Acc: 0.9610
 Site-sketch                        | Val  Loss: 1.1041 | Val  Acc: 0.5897
Average Valid Accuracy: 0.9413
============ Train epoch 25 ============
 Site-photo                         | Train Loss: 0.0011 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1927 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0045 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0007 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0004 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0014 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0007 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0033 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0041 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0027 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.1911 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3688 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.4729 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.2082 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.2930 | Train Acc: 0.9297
 Site-cartoon                       | Train Loss: 0.7287 | Train Acc: 0.9091
 Site-cartoon                       | Train Loss: 0.4406 | Train Acc: 0.9130
 Site-sketch                        | Train Loss: 1.1921 | Train Acc: 0.5690
Average Train Accuracy: 0.9388
 Site-photo                         | Val  Loss: 0.0095 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0158 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0023 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0013 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0009 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0015 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0029 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0071 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0043 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0011 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2398 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.3077 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.2812 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.2631 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.2895 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.6011 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.5311 | Val  Acc: 0.9481
 Site-sketch                        | Val  Loss: 1.1850 | Val  Acc: 0.5641
Average Valid Accuracy: 0.9276
============ Train epoch 26 ============
 Site-photo                         | Train Loss: 0.0068 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1748 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0352 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0007 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0008 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0014 | Train Acc: 1.0000
