===2023-07-29 10:25:13===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 2.1323 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 0.6191 | Train Acc: 0.8143
 Site-MNIST                         | Train Loss: 0.7816 | Train Acc: 0.8651
 Site-MNIST                         | Train Loss: 0.8119 | Train Acc: 0.8502
 Site-MNIST                         | Train Loss: 0.8871 | Train Acc: 0.7995
 Site-MNIST                         | Train Loss: 0.8121 | Train Acc: 0.8505
 Site-MNIST                         | Train Loss: 0.7792 | Train Acc: 0.8574
 Site-USPS                          | Train Loss: 0.8492 | Train Acc: 0.7750
 Site-USPS                          | Train Loss: 0.8776 | Train Acc: 0.7917
 Site-USPS                          | Train Loss: 0.7543 | Train Acc: 0.7907
 Site-USPS                          | Train Loss: 0.8661 | Train Acc: 0.7725
 Site-USPS                          | Train Loss: 0.8031 | Train Acc: 0.8214
 Site-USPS                          | Train Loss: 0.8124 | Train Acc: 0.8069
 Site-SynthDigits                   | Train Loss: 1.9436 | Train Acc: 0.3046
 Site-SynthDigits                   | Train Loss: 1.9566 | Train Acc: 0.3480
 Site-SynthDigits                   | Train Loss: 1.8285 | Train Acc: 0.3849
 Site-MNIST_M                       | Train Loss: 2.0219 | Train Acc: 0.3646
 Site-MNIST_M                       | Train Loss: 2.0485 | Train Acc: 0.3303
 Site-SVHN                          | Train Loss: 2.2334 | Train Acc: 0.1596
Average Train Accuracy: 0.6907
 Site-MNIST                         | Val  Loss: 0.5023 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.8160 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.9084 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.9603 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.8151 | Val  Acc: 0.8235
 Site-MNIST                         | Val  Loss: 0.8122 | Val  Acc: 0.8710
 Site-MNIST                         | Val  Loss: 0.8204 | Val  Acc: 0.8571
 Site-MNIST                         | Val  Loss: 0.8018 | Val  Acc: 0.8529
 Site-MNIST                         | Val  Loss: 0.8431 | Val  Acc: 0.8306
 Site-MNIST                         | Val  Loss: 0.8445 | Val  Acc: 0.8369
 Site-USPS                          | Val  Loss: 0.5531 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.0630 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 1.0343 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.0164 | Val  Acc: 0.6724
 Site-USPS                          | Val  Loss: 0.9006 | Val  Acc: 0.7810
 Site-USPS                          | Val  Loss: 0.8120 | Val  Acc: 0.8201
 Site-SynthDigits                   | Val  Loss: 1.9201 | Val  Acc: 0.2703
 Site-SynthDigits                   | Val  Loss: 2.1341 | Val  Acc: 0.3382
 Site-SynthDigits                   | Val  Loss: 1.9442 | Val  Acc: 0.3607
 Site-MNIST_M                       | Val  Loss: 1.9945 | Val  Acc: 0.4000
 Site-MNIST_M                       | Val  Loss: 1.9799 | Val  Acc: 0.4568
 Site-SVHN                          | Val  Loss: 2.2850 | Val  Acc: 0.1571
Average Valid Accuracy: 0.6837
============ Train epoch 11 ============
 Site-MNIST                         | Train Loss: 0.8801 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.8892 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.5624 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.6791 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 0.6024 | Train Acc: 0.8286
 Site-MNIST                         | Train Loss: 0.7307 | Train Acc: 0.8651
 Site-MNIST                         | Train Loss: 0.7398 | Train Acc: 0.8590
 Site-MNIST                         | Train Loss: 0.8376 | Train Acc: 0.8068
 Site-MNIST                         | Train Loss: 0.7601 | Train Acc: 0.8505
 Site-MNIST                         | Train Loss: 0.7264 | Train Acc: 0.8672
 Site-USPS                          | Train Loss: 0.8141 | Train Acc: 0.8000
 Site-USPS                          | Train Loss: 0.8880 | Train Acc: 0.7917
 Site-USPS                          | Train Loss: 0.9278 | Train Acc: 0.7984
 Site-USPS                          | Train Loss: 0.8213 | Train Acc: 0.7854
 Site-USPS                          | Train Loss: 0.7621 | Train Acc: 0.8262
 Site-USPS                          | Train Loss: 0.7667 | Train Acc: 0.8161
 Site-SynthDigits                   | Train Loss: 1.9120 | Train Acc: 0.3311
 Site-SynthDigits                   | Train Loss: 1.8713 | Train Acc: 0.3553
 Site-SynthDigits                   | Train Loss: 1.8091 | Train Acc: 0.3910
 Site-MNIST_M                       | Train Loss: 2.0058 | Train Acc: 0.3702
 Site-MNIST_M                       | Train Loss: 2.0202 | Train Acc: 0.3242
 Site-SVHN                          | Train Loss: 2.2306 | Train Acc: 0.1773
Average Train Accuracy: 0.6979
 Site-MNIST                         | Val  Loss: 0.4524 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.7778 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.8662 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.9146 | Val  Acc: 0.8889
 Site-MNIST                         | Val  Loss: 0.7607 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.7601 | Val  Acc: 0.9032
 Site-MNIST                         | Val  Loss: 0.7693 | Val  Acc: 0.8571
 Site-MNIST                         | Val  Loss: 0.7500 | Val  Acc: 0.8529
 Site-MNIST                         | Val  Loss: 0.7897 | Val  Acc: 0.8361
 Site-MNIST                         | Val  Loss: 0.7906 | Val  Acc: 0.8459
 Site-USPS                          | Val  Loss: 0.5037 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.0240 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 0.9981 | Val  Acc: 0.6562
 Site-USPS                          | Val  Loss: 0.9799 | Val  Acc: 0.7069
 Site-USPS                          | Val  Loss: 0.8617 | Val  Acc: 0.8095
 Site-USPS                          | Val  Loss: 0.7738 | Val  Acc: 0.8254
 Site-SynthDigits                   | Val  Loss: 1.9007 | Val  Acc: 0.2973
 Site-SynthDigits                   | Val  Loss: 2.1230 | Val  Acc: 0.3529
 Site-SynthDigits                   | Val  Loss: 1.9260 | Val  Acc: 0.3607
 Site-MNIST_M                       | Val  Loss: 1.9724 | Val  Acc: 0.4000
 Site-MNIST_M                       | Val  Loss: 1.9535 | Val  Acc: 0.4568
 Site-SVHN                          | Val  Loss: 2.2855 | Val  Acc: 0.2000
Average Valid Accuracy: 0.7020
 Best site-MNIST                     | Epoch:11 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:11 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8889
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8824
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.9032
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8571
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8529
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8361
 Best site-MNIST                     | Epoch:11 | Val Acc: 0.8459
 Best site-USPS                      | Epoch:11 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:11 | Val Acc: 0.6111
 Best site-USPS                      | Epoch:11 | Val Acc: 0.6562
 Best site-USPS                      | Epoch:11 | Val Acc: 0.7069
 Best site-USPS                      | Epoch:11 | Val Acc: 0.8095
 Best site-USPS                      | Epoch:11 | Val Acc: 0.8254
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.2973
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.3529
 Best site-SynthDigits               | Epoch:11 | Val Acc: 0.3607
 Best site-MNIST_M                   | Epoch:11 | Val Acc: 0.4000
 Best site-MNIST_M                   | Epoch:11 | Val Acc: 0.4568
 Best site-SVHN                      | Epoch:11 | Val Acc: 0.2000
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 12 ============
 Site-MNIST                         | Train Loss: 0.7963 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.8793 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.5109 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.6387 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 0.6581 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 0.6903 | Train Acc: 0.8651
 Site-MNIST                         | Train Loss: 0.7025 | Train Acc: 0.8678
 Site-MNIST                         | Train Loss: 0.7801 | Train Acc: 0.8191
 Site-MNIST                         | Train Loss: 0.7144 | Train Acc: 0.8614
 Site-MNIST                         | Train Loss: 0.6854 | Train Acc: 0.8664
 Site-USPS                          | Train Loss: 0.7330 | Train Acc: 0.8250
 Site-USPS                          | Train Loss: 0.6915 | Train Acc: 0.8333
 Site-USPS                          | Train Loss: 0.7808 | Train Acc: 0.8450
 Site-USPS                          | Train Loss: 0.7273 | Train Acc: 0.8197
 Site-USPS                          | Train Loss: 0.6899 | Train Acc: 0.8429
 Site-USPS                          | Train Loss: 0.6957 | Train Acc: 0.8479
 Site-SynthDigits                   | Train Loss: 1.8560 | Train Acc: 0.3311
 Site-SynthDigits                   | Train Loss: 1.8828 | Train Acc: 0.3810
 Site-SynthDigits                   | Train Loss: 1.7916 | Train Acc: 0.4073
 Site-MNIST_M                       | Train Loss: 1.9869 | Train Acc: 0.3702
 Site-MNIST_M                       | Train Loss: 1.9780 | Train Acc: 0.3242
 Site-SVHN                          | Train Loss: 2.2401 | Train Acc: 0.1702
Average Train Accuracy: 0.7111
 Site-MNIST                         | Val  Loss: 0.4040 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6923 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.7908 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.8521 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.7036 | Val  Acc: 0.8235
 Site-MNIST                         | Val  Loss: 0.7053 | Val  Acc: 0.8710
 Site-MNIST                         | Val  Loss: 0.7174 | Val  Acc: 0.8571
 Site-MNIST                         | Val  Loss: 0.7047 | Val  Acc: 0.8529
 Site-MNIST                         | Val  Loss: 0.7455 | Val  Acc: 0.8415
 Site-MNIST                         | Val  Loss: 0.7517 | Val  Acc: 0.8489
 Site-USPS                          | Val  Loss: 0.4134 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 0.9243 | Val  Acc: 0.6667
 Site-USPS                          | Val  Loss: 0.9107 | Val  Acc: 0.7500
 Site-USPS                          | Val  Loss: 0.9038 | Val  Acc: 0.7241
 Site-USPS                          | Val  Loss: 0.7924 | Val  Acc: 0.8095
 Site-USPS                          | Val  Loss: 0.6928 | Val  Acc: 0.8466
 Site-SynthDigits                   | Val  Loss: 1.8867 | Val  Acc: 0.3243
 Site-SynthDigits                   | Val  Loss: 2.1164 | Val  Acc: 0.3676
 Site-SynthDigits                   | Val  Loss: 1.9152 | Val  Acc: 0.3689
 Site-MNIST_M                       | Val  Loss: 1.9561 | Val  Acc: 0.4222
 Site-MNIST_M                       | Val  Loss: 1.9348 | Val  Acc: 0.4815
 Site-SVHN                          | Val  Loss: 2.2685 | Val  Acc: 0.1857
Average Valid Accuracy: 0.7055
 Best site-MNIST                     | Epoch:12 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:12 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8235
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8710
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8571
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8529
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8415
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8489
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:12 | Val Acc: 0.6667
 Best site-USPS                      | Epoch:12 | Val Acc: 0.7500
 Best site-USPS                      | Epoch:12 | Val Acc: 0.7241
 Best site-USPS                      | Epoch:12 | Val Acc: 0.8095
 Best site-USPS                      | Epoch:12 | Val Acc: 0.8466
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.3243
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.3676
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.3689
 Best site-MNIST_M                   | Epoch:12 | Val Acc: 0.4222
 Best site-MNIST_M                   | Epoch:12 | Val Acc: 0.4815
 Best site-SVHN                      | Epoch:12 | Val Acc: 0.1857
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 13 ============
 Site-MNIST                         | Train Loss: 0.7130 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.8264 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.4688 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.5949 | Train Acc: 0.8684
 Site-MNIST                         | Train Loss: 0.6402 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 0.6466 | Train Acc: 0.8730
 Site-MNIST                         | Train Loss: 0.6634 | Train Acc: 0.8678
 Site-MNIST                         | Train Loss: 0.7366 | Train Acc: 0.8289
 Site-MNIST                         | Train Loss: 0.6676 | Train Acc: 0.8641
 Site-MNIST                         | Train Loss: 0.6403 | Train Acc: 0.8709
 Site-USPS                          | Train Loss: 0.7138 | Train Acc: 0.8250
 Site-USPS                          | Train Loss: 0.7563 | Train Acc: 0.8333
 Site-USPS                          | Train Loss: 1.0664 | Train Acc: 0.8372
 Site-USPS                          | Train Loss: 0.7088 | Train Acc: 0.8197
 Site-USPS                          | Train Loss: 0.6520 | Train Acc: 0.8476
 Site-USPS                          | Train Loss: 0.6580 | Train Acc: 0.8492
 Site-SynthDigits                   | Train Loss: 1.8935 | Train Acc: 0.3377
 Site-SynthDigits                   | Train Loss: 1.8902 | Train Acc: 0.3736
 Site-SynthDigits                   | Train Loss: 1.7747 | Train Acc: 0.4073
 Site-MNIST_M                       | Train Loss: 1.9742 | Train Acc: 0.3812
 Site-MNIST_M                       | Train Loss: 2.0229 | Train Acc: 0.3333
 Site-SVHN                          | Train Loss: 2.2200 | Train Acc: 0.1773
Average Train Accuracy: 0.7145
 Site-MNIST                         | Val  Loss: 0.3660 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6497 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.7713 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.8174 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.6686 | Val  Acc: 0.8235
 Site-MNIST                         | Val  Loss: 0.6593 | Val  Acc: 0.8710
 Site-MNIST                         | Val  Loss: 0.6716 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.6565 | Val  Acc: 0.8725
 Site-MNIST                         | Val  Loss: 0.6993 | Val  Acc: 0.8634
 Site-MNIST                         | Val  Loss: 0.7079 | Val  Acc: 0.8580
 Site-USPS                          | Val  Loss: 0.3803 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 0.8951 | Val  Acc: 0.6667
 Site-USPS                          | Val  Loss: 0.8886 | Val  Acc: 0.7500
 Site-USPS                          | Val  Loss: 0.8831 | Val  Acc: 0.7414
 Site-USPS                          | Val  Loss: 0.7677 | Val  Acc: 0.8095
 Site-USPS                          | Val  Loss: 0.6652 | Val  Acc: 0.8413
 Site-SynthDigits                   | Val  Loss: 1.8733 | Val  Acc: 0.3243
 Site-SynthDigits                   | Val  Loss: 2.1121 | Val  Acc: 0.3676
 Site-SynthDigits                   | Val  Loss: 1.9033 | Val  Acc: 0.3770
 Site-MNIST_M                       | Val  Loss: 1.9394 | Val  Acc: 0.4222
 Site-MNIST_M                       | Val  Loss: 1.9184 | Val  Acc: 0.4815
 Site-SVHN                          | Val  Loss: 2.2587 | Val  Acc: 0.2286
Average Valid Accuracy: 0.7114
 Best site-MNIST                     | Epoch:13 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:13 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8235
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8710
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8750
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8725
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8634
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8580
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:13 | Val Acc: 0.6667
 Best site-USPS                      | Epoch:13 | Val Acc: 0.7500
 Best site-USPS                      | Epoch:13 | Val Acc: 0.7414
 Best site-USPS                      | Epoch:13 | Val Acc: 0.8095
 Best site-USPS                      | Epoch:13 | Val Acc: 0.8413
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.3243
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.3676
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.3770
 Best site-MNIST_M                   | Epoch:13 | Val Acc: 0.4222
 Best site-MNIST_M                   | Epoch:13 | Val Acc: 0.4815
 Best site-SVHN                      | Epoch:13 | Val Acc: 0.2286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 14 ============
 Site-MNIST                         | Train Loss: 0.6389 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.7631 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.4343 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.5750 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 0.8080 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 0.6144 | Train Acc: 0.8651
 Site-MNIST                         | Train Loss: 0.6081 | Train Acc: 0.8767
 Site-MNIST                         | Train Loss: 0.7118 | Train Acc: 0.8264
 Site-MNIST                         | Train Loss: 0.6356 | Train Acc: 0.8655
 Site-MNIST                         | Train Loss: 0.6060 | Train Acc: 0.8777
 Site-USPS                          | Train Loss: 0.7238 | Train Acc: 0.8250
 Site-USPS                          | Train Loss: 0.6833 | Train Acc: 0.7917
 Site-USPS                          | Train Loss: 0.9383 | Train Acc: 0.8372
 Site-USPS                          | Train Loss: 0.7058 | Train Acc: 0.8112
 Site-USPS                          | Train Loss: 0.6555 | Train Acc: 0.8619
 Site-USPS                          | Train Loss: 0.6566 | Train Acc: 0.8413
 Site-SynthDigits                   | Train Loss: 1.9525 | Train Acc: 0.3642
 Site-SynthDigits                   | Train Loss: 1.8558 | Train Acc: 0.3810
 Site-SynthDigits                   | Train Loss: 1.7439 | Train Acc: 0.4236
 Site-MNIST_M                       | Train Loss: 1.9550 | Train Acc: 0.3923
 Site-MNIST_M                       | Train Loss: 1.9745 | Train Acc: 0.3639
 Site-SVHN                          | Train Loss: 2.2082 | Train Acc: 0.1773
Average Train Accuracy: 0.7158
 Site-MNIST                         | Val  Loss: 0.3640 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6454 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.8147 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.8314 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.6628 | Val  Acc: 0.8235
 Site-MNIST                         | Val  Loss: 0.6353 | Val  Acc: 0.8710
 Site-MNIST                         | Val  Loss: 0.6387 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.6171 | Val  Acc: 0.8725
 Site-MNIST                         | Val  Loss: 0.6636 | Val  Acc: 0.8634
 Site-MNIST                         | Val  Loss: 0.6699 | Val  Acc: 0.8671
 Site-USPS                          | Val  Loss: 0.3805 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 0.9021 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 0.8991 | Val  Acc: 0.7188
 Site-USPS                          | Val  Loss: 0.8909 | Val  Acc: 0.7414
 Site-USPS                          | Val  Loss: 0.7664 | Val  Acc: 0.8286
 Site-USPS                          | Val  Loss: 0.6720 | Val  Acc: 0.8360
 Site-SynthDigits                   | Val  Loss: 1.8516 | Val  Acc: 0.3514
 Site-SynthDigits                   | Val  Loss: 2.0888 | Val  Acc: 0.4118
 Site-SynthDigits                   | Val  Loss: 1.8839 | Val  Acc: 0.4016
 Site-MNIST_M                       | Val  Loss: 1.9238 | Val  Acc: 0.4444
 Site-MNIST_M                       | Val  Loss: 1.9018 | Val  Acc: 0.4938
 Site-SVHN                          | Val  Loss: 2.2506 | Val  Acc: 0.2286
Average Valid Accuracy: 0.7144
 Best site-MNIST                     | Epoch:14 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:14 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8235
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8710
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8750
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8725
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8634
 Best site-MNIST                     | Epoch:14 | Val Acc: 0.8671
 Best site-USPS                      | Epoch:14 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:14 | Val Acc: 0.6111
 Best site-USPS                      | Epoch:14 | Val Acc: 0.7188
 Best site-USPS                      | Epoch:14 | Val Acc: 0.7414
 Best site-USPS                      | Epoch:14 | Val Acc: 0.8286
 Best site-USPS                      | Epoch:14 | Val Acc: 0.8360
 Best site-SynthDigits               | Epoch:14 | Val Acc: 0.3514
 Best site-SynthDigits               | Epoch:14 | Val Acc: 0.4118
 Best site-SynthDigits               | Epoch:14 | Val Acc: 0.4016
 Best site-MNIST_M                   | Epoch:14 | Val Acc: 0.4444
 Best site-MNIST_M                   | Epoch:14 | Val Acc: 0.4938
 Best site-SVHN                      | Epoch:14 | Val Acc: 0.2286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 15 ============
 Site-MNIST                         | Train Loss: 0.5652 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.7430 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.4122 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.5391 | Train Acc: 0.8947
 Site-MNIST                         | Train Loss: 0.4848 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 0.5834 | Train Acc: 0.8889
 Site-MNIST                         | Train Loss: 0.6080 | Train Acc: 0.8767
 Site-MNIST                         | Train Loss: 0.6925 | Train Acc: 0.8386
 Site-MNIST                         | Train Loss: 0.5968 | Train Acc: 0.8764
 Site-MNIST                         | Train Loss: 0.5756 | Train Acc: 0.8800
 Site-USPS                          | Train Loss: 0.6618 | Train Acc: 0.8250
 Site-USPS                          | Train Loss: 0.4698 | Train Acc: 0.8750
 Site-USPS                          | Train Loss: 0.6905 | Train Acc: 0.8450
 Site-USPS                          | Train Loss: 0.6325 | Train Acc: 0.8283
 Site-USPS                          | Train Loss: 0.6025 | Train Acc: 0.8667
 Site-USPS                          | Train Loss: 0.6012 | Train Acc: 0.8545
 Site-SynthDigits                   | Train Loss: 1.8372 | Train Acc: 0.3576
 Site-SynthDigits                   | Train Loss: 1.8479 | Train Acc: 0.4103
 Site-SynthDigits                   | Train Loss: 1.7417 | Train Acc: 0.4318
 Site-MNIST_M                       | Train Loss: 1.9467 | Train Acc: 0.3923
 Site-MNIST_M                       | Train Loss: 2.0072 | Train Acc: 0.3670
 Site-SVHN                          | Train Loss: 2.2084 | Train Acc: 0.1844
Average Train Accuracy: 0.7318
 Site-MNIST                         | Val  Loss: 0.3337 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.5745 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.7703 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.7819 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.6238 | Val  Acc: 0.8235
 Site-MNIST                         | Val  Loss: 0.5845 | Val  Acc: 0.8710
 Site-MNIST                         | Val  Loss: 0.5980 | Val  Acc: 0.8750
 Site-MNIST                         | Val  Loss: 0.5817 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.6248 | Val  Acc: 0.8798
 Site-MNIST                         | Val  Loss: 0.6394 | Val  Acc: 0.8671
 Site-USPS                          | Val  Loss: 0.3191 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 0.8366 | Val  Acc: 0.6667
 Site-USPS                          | Val  Loss: 0.8413 | Val  Acc: 0.7500
 Site-USPS                          | Val  Loss: 0.8359 | Val  Acc: 0.7414
 Site-USPS                          | Val  Loss: 0.7176 | Val  Acc: 0.8286
 Site-USPS                          | Val  Loss: 0.6123 | Val  Acc: 0.8466
 Site-SynthDigits                   | Val  Loss: 1.8464 | Val  Acc: 0.3784
 Site-SynthDigits                   | Val  Loss: 2.0956 | Val  Acc: 0.3971
 Site-SynthDigits                   | Val  Loss: 1.8821 | Val  Acc: 0.3934
 Site-MNIST_M                       | Val  Loss: 1.8987 | Val  Acc: 0.4444
 Site-MNIST_M                       | Val  Loss: 1.8858 | Val  Acc: 0.4938
 Site-SVHN                          | Val  Loss: 2.2324 | Val  Acc: 0.2286
Average Valid Accuracy: 0.7202
 Best site-MNIST                     | Epoch:15 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:15 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8235
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8710
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8750
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8824
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8798
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8671
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:15 | Val Acc: 0.6667
 Best site-USPS                      | Epoch:15 | Val Acc: 0.7500
 Best site-USPS                      | Epoch:15 | Val Acc: 0.7414
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8286
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8466
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.3784
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.3971
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.3934
 Best site-MNIST_M                   | Epoch:15 | Val Acc: 0.4444
 Best site-MNIST_M                   | Epoch:15 | Val Acc: 0.4938
 Best site-SVHN                      | Epoch:15 | Val Acc: 0.2286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 16 ============
