===2023-07-29 10:25:13===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 2.1323 | Train Acc: 0.5000
 Site-MNIST                         | Val  Loss: 2.1023 | Val  Acc: 0.5438
 Site-USPS                          | Val  Loss: 2.0870 | Val  Acc: 0.8000
 Site-USPS                          | Val  Loss: 2.1537 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 2.1156 | Val  Acc: 0.5625
 Site-USPS                          | Val  Loss: 2.1048 | Val  Acc: 0.6207
 Site-USPS                          | Val  Loss: 2.0860 | Val  Acc: 0.6762
 Site-USPS                          | Val  Loss: 2.0636 | Val  Acc: 0.6984
 Site-SynthDigits                   | Val  Loss: 2.2637 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2881 | Val  Acc: 0.2353
 Site-SynthDigits                   | Val  Loss: 2.2546 | Val  Acc: 0.2295
 Site-MNIST_M                       | Val  Loss: 2.2595 | Val  Acc: 0.2222
 Site-MNIST_M                       | Val  Loss: 2.2747 | Val  Acc: 0.2099
 Site-SVHN                          | Val  Loss: 2.2916 | Val  Acc: 0.0857
Average Valid Accuracy: 0.5280
 Best site-MNIST                     | Epoch:0 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:0 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.6000
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5556
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5294
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5484
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5357
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5686
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5956
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5438
 Best site-USPS                      | Epoch:0 | Val Acc: 0.8000
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5625
 Best site-USPS                      | Epoch:0 | Val Acc: 0.6207
 Best site-USPS                      | Epoch:0 | Val Acc: 0.6762
 Best site-USPS                      | Epoch:0 | Val Acc: 0.6984
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.2353
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.2295
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.2222
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.2099
 Best site-SVHN                      | Epoch:0 | Val Acc: 0.0857
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 1 ============
 Site-MNIST                         | Train Loss: 1.9695 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.9236 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.8545 | Train Acc: 0.7143
 Site-MNIST                         | Train Loss: 1.8892 | Train Acc: 0.7895
 Site-MNIST                         | Train Loss: 1.8464 | Train Acc: 0.7286
 Site-MNIST                         | Train Loss: 1.8795 | Train Acc: 0.7460
 Site-MNIST                         | Train Loss: 1.8795 | Train Acc: 0.7137
 Site-MNIST                         | Train Loss: 1.9358 | Train Acc: 0.6357
 Site-MNIST                         | Train Loss: 1.8961 | Train Acc: 0.6739
 Site-MNIST                         | Train Loss: 1.8775 | Train Acc: 0.7072
 Site-USPS                          | Train Loss: 1.8561 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.9165 | Train Acc: 0.6806
 Site-USPS                          | Train Loss: 1.8452 | Train Acc: 0.7287
 Site-USPS                          | Train Loss: 1.8471 | Train Acc: 0.7253
 Site-USPS                          | Train Loss: 1.8509 | Train Acc: 0.7310
 Site-USPS                          | Train Loss: 1.8514 | Train Acc: 0.7513
 Site-SynthDigits                   | Train Loss: 2.2282 | Train Acc: 0.2053
 Site-SynthDigits                   | Train Loss: 2.2093 | Train Acc: 0.2308
 Site-SynthDigits                   | Train Loss: 2.1982 | Train Acc: 0.2464
 Site-MNIST_M                       | Train Loss: 2.2456 | Train Acc: 0.2486
 Site-MNIST_M                       | Train Loss: 2.2627 | Train Acc: 0.2049
 Site-SVHN                          | Train Loss: 2.2790 | Train Acc: 0.1348
Average Train Accuracy: 0.5726
 Site-MNIST                         | Val  Loss: 1.6896 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.7924 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.8353 | Val  Acc: 0.6000
 Site-MNIST                         | Val  Loss: 1.9229 | Val  Acc: 0.5556
 Site-MNIST                         | Val  Loss: 1.8985 | Val  Acc: 0.5882
 Site-MNIST                         | Val  Loss: 1.9154 | Val  Acc: 0.6452
 Site-MNIST                         | Val  Loss: 1.9066 | Val  Acc: 0.6964
 Site-MNIST                         | Val  Loss: 1.8986 | Val  Acc: 0.7157
 Site-MNIST                         | Val  Loss: 1.9050 | Val  Acc: 0.6721
 Site-MNIST                         | Val  Loss: 1.9032 | Val  Acc: 0.6616
 Site-USPS                          | Val  Loss: 1.8072 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.9544 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 1.8911 | Val  Acc: 0.6562
 Site-USPS                          | Val  Loss: 1.8944 | Val  Acc: 0.6379
 Site-USPS                          | Val  Loss: 1.8609 | Val  Acc: 0.7238
 Site-USPS                          | Val  Loss: 1.8266 | Val  Acc: 0.7407
 Site-SynthDigits                   | Val  Loss: 2.2112 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2721 | Val  Acc: 0.2500
 Site-SynthDigits                   | Val  Loss: 2.2097 | Val  Acc: 0.2295
 Site-MNIST_M                       | Val  Loss: 2.2273 | Val  Acc: 0.2444
 Site-MNIST_M                       | Val  Loss: 2.2445 | Val  Acc: 0.2840
 Site-SVHN                          | Val  Loss: 2.2974 | Val  Acc: 0.1143
Average Valid Accuracy: 0.5779
 Best site-MNIST                     | Epoch:1 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:1 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6000
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5556
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5882
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6452
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6964
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.7157
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6721
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6616
 Best site-USPS                      | Epoch:1 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:1 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6562
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6379
 Best site-USPS                      | Epoch:1 | Val Acc: 0.7238
 Best site-USPS                      | Epoch:1 | Val Acc: 0.7407
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2500
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2295
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2444
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2840
 Best site-SVHN                      | Epoch:1 | Val Acc: 0.1143
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 2 ============
 Site-MNIST                         | Train Loss: 1.7971 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.7582 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.6479 | Train Acc: 0.8095
 Site-MNIST                         | Train Loss: 1.6829 | Train Acc: 0.7895
 Site-MNIST                         | Train Loss: 1.6286 | Train Acc: 0.7286
 Site-MNIST                         | Train Loss: 1.6745 | Train Acc: 0.7778
 Site-MNIST                         | Train Loss: 1.6857 | Train Acc: 0.7313
 Site-MNIST                         | Train Loss: 1.7444 | Train Acc: 0.6748
 Site-MNIST                         | Train Loss: 1.6951 | Train Acc: 0.7160
 Site-MNIST                         | Train Loss: 1.6703 | Train Acc: 0.7396
 Site-USPS                          | Train Loss: 1.6577 | Train Acc: 0.7000
 Site-USPS                          | Train Loss: 1.6631 | Train Acc: 0.7083
 Site-USPS                          | Train Loss: 1.7115 | Train Acc: 0.7209
 Site-USPS                          | Train Loss: 1.6542 | Train Acc: 0.6910
 Site-USPS                          | Train Loss: 1.6459 | Train Acc: 0.7357
 Site-USPS                          | Train Loss: 1.6467 | Train Acc: 0.7474
 Site-SynthDigits                   | Train Loss: 2.1595 | Train Acc: 0.2318
 Site-SynthDigits                   | Train Loss: 2.1734 | Train Acc: 0.2381
 Site-SynthDigits                   | Train Loss: 2.1337 | Train Acc: 0.2811
 Site-MNIST_M                       | Train Loss: 2.2153 | Train Acc: 0.2818
 Site-MNIST_M                       | Train Loss: 2.2157 | Train Acc: 0.2569
 Site-SVHN                          | Train Loss: 2.2725 | Train Acc: 0.1525
Average Train Accuracy: 0.5854
 Site-MNIST                         | Val  Loss: 1.4606 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.6118 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.6405 | Val  Acc: 0.6000
 Site-MNIST                         | Val  Loss: 1.7569 | Val  Acc: 0.5556
 Site-MNIST                         | Val  Loss: 1.7051 | Val  Acc: 0.6471
 Site-MNIST                         | Val  Loss: 1.7149 | Val  Acc: 0.7097
 Site-MNIST                         | Val  Loss: 1.7024 | Val  Acc: 0.7321
 Site-MNIST                         | Val  Loss: 1.6876 | Val  Acc: 0.7353
 Site-MNIST                         | Val  Loss: 1.7068 | Val  Acc: 0.7104
 Site-MNIST                         | Val  Loss: 1.7022 | Val  Acc: 0.6918
 Site-USPS                          | Val  Loss: 1.5764 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.7894 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 1.7133 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.7196 | Val  Acc: 0.6034
 Site-USPS                          | Val  Loss: 1.6704 | Val  Acc: 0.6762
 Site-USPS                          | Val  Loss: 1.6254 | Val  Acc: 0.7143
 Site-SynthDigits                   | Val  Loss: 2.1629 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2428 | Val  Acc: 0.2941
 Site-SynthDigits                   | Val  Loss: 2.1650 | Val  Acc: 0.2705
 Site-MNIST_M                       | Val  Loss: 2.1818 | Val  Acc: 0.3333
 Site-MNIST_M                       | Val  Loss: 2.2065 | Val  Acc: 0.3210
 Site-SVHN                          | Val  Loss: 2.2999 | Val  Acc: 0.1286
Average Valid Accuracy: 0.5956
 Best site-MNIST                     | Epoch:2 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:2 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6000
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5556
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6471
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.7097
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.7321
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.7353
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.7104
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6918
 Best site-USPS                      | Epoch:2 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6111
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6034
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6762
 Best site-USPS                      | Epoch:2 | Val Acc: 0.7143
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2941
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2705
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3333
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3210
 Best site-SVHN                      | Epoch:2 | Val Acc: 0.1286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 3 ============
 Site-MNIST                         | Train Loss: 1.6439 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.6124 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.4541 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 1.4982 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 1.3148 | Train Acc: 0.7571
 Site-MNIST                         | Train Loss: 1.4979 | Train Acc: 0.8016
 Site-MNIST                         | Train Loss: 1.5146 | Train Acc: 0.7974
 Site-MNIST                         | Train Loss: 1.5724 | Train Acc: 0.7213
 Site-MNIST                         | Train Loss: 1.5284 | Train Acc: 0.7677
 Site-MNIST                         | Train Loss: 1.4940 | Train Acc: 0.7872
 Site-USPS                          | Train Loss: 1.4851 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.5716 | Train Acc: 0.7639
 Site-USPS                          | Train Loss: 1.5083 | Train Acc: 0.7519
 Site-USPS                          | Train Loss: 1.4896 | Train Acc: 0.7253
 Site-USPS                          | Train Loss: 1.4729 | Train Acc: 0.7738
 Site-USPS                          | Train Loss: 1.4706 | Train Acc: 0.7712
 Site-SynthDigits                   | Train Loss: 2.1236 | Train Acc: 0.2583
 Site-SynthDigits                   | Train Loss: 2.1233 | Train Acc: 0.2564
 Site-SynthDigits                   | Train Loss: 2.0800 | Train Acc: 0.3157
 Site-MNIST_M                       | Train Loss: 2.1806 | Train Acc: 0.3204
 Site-MNIST_M                       | Train Loss: 2.1931 | Train Acc: 0.2630
 Site-SVHN                          | Train Loss: 2.2654 | Train Acc: 0.1631
Average Train Accuracy: 0.6225
 Site-MNIST                         | Val  Loss: 1.2687 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.4173 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.4617 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.5790 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.5155 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.5369 | Val  Acc: 0.7742
 Site-MNIST                         | Val  Loss: 1.5291 | Val  Acc: 0.7857
 Site-MNIST                         | Val  Loss: 1.5162 | Val  Acc: 0.7745
 Site-MNIST                         | Val  Loss: 1.5401 | Val  Acc: 0.7432
 Site-MNIST                         | Val  Loss: 1.5321 | Val  Acc: 0.7553
 Site-USPS                          | Val  Loss: 1.3681 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.6441 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 1.5635 | Val  Acc: 0.6562
 Site-USPS                          | Val  Loss: 1.5688 | Val  Acc: 0.6379
 Site-USPS                          | Val  Loss: 1.5069 | Val  Acc: 0.7238
 Site-USPS                          | Val  Loss: 1.4462 | Val  Acc: 0.7566
 Site-SynthDigits                   | Val  Loss: 2.1198 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2202 | Val  Acc: 0.3088
 Site-SynthDigits                   | Val  Loss: 2.1235 | Val  Acc: 0.2869
 Site-MNIST_M                       | Val  Loss: 2.1496 | Val  Acc: 0.3778
 Site-MNIST_M                       | Val  Loss: 2.1685 | Val  Acc: 0.3827
 Site-SVHN                          | Val  Loss: 2.3025 | Val  Acc: 0.1286
Average Valid Accuracy: 0.6372
 Best site-MNIST                     | Epoch:3 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:3 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6667
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7059
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7742
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7857
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7745
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7432
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7553
 Best site-USPS                      | Epoch:3 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6111
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6562
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6379
 Best site-USPS                      | Epoch:3 | Val Acc: 0.7238
 Best site-USPS                      | Epoch:3 | Val Acc: 0.7566
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.3088
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.2869
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3778
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3827
 Best site-SVHN                      | Epoch:3 | Val Acc: 0.1286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 4 ============
 Site-MNIST                         | Train Loss: 1.5045 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.4741 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.2742 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 1.3297 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 1.1967 | Train Acc: 0.8000
 Site-MNIST                         | Train Loss: 1.3393 | Train Acc: 0.8254
 Site-MNIST                         | Train Loss: 1.3453 | Train Acc: 0.7974
 Site-MNIST                         | Train Loss: 1.4281 | Train Acc: 0.7433
 Site-MNIST                         | Train Loss: 1.3684 | Train Acc: 0.8030
 Site-MNIST                         | Train Loss: 1.3329 | Train Acc: 0.8030
 Site-USPS                          | Train Loss: 1.3343 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.2798 | Train Acc: 0.7361
 Site-USPS                          | Train Loss: 1.3598 | Train Acc: 0.7519
 Site-USPS                          | Train Loss: 1.3410 | Train Acc: 0.7253
 Site-USPS                          | Train Loss: 1.3198 | Train Acc: 0.7833
 Site-USPS                          | Train Loss: 1.3217 | Train Acc: 0.7738
 Site-SynthDigits                   | Train Loss: 2.0896 | Train Acc: 0.2715
 Site-SynthDigits                   | Train Loss: 2.0998 | Train Acc: 0.2711
 Site-SynthDigits                   | Train Loss: 2.0338 | Train Acc: 0.3279
 Site-MNIST_M                       | Train Loss: 2.1533 | Train Acc: 0.3591
 Site-MNIST_M                       | Train Loss: 2.1602 | Train Acc: 0.2752
 Site-SVHN                          | Train Loss: 2.2627 | Train Acc: 0.1631
Average Train Accuracy: 0.6323
 Site-MNIST                         | Val  Loss: 1.0895 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.2830 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.3294 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.4522 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.3671 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.3761 | Val  Acc: 0.7742
 Site-MNIST                         | Val  Loss: 1.3702 | Val  Acc: 0.8214
 Site-MNIST                         | Val  Loss: 1.3563 | Val  Acc: 0.8039
 Site-MNIST                         | Val  Loss: 1.3883 | Val  Acc: 0.7814
 Site-MNIST                         | Val  Loss: 1.3803 | Val  Acc: 0.7764
 Site-USPS                          | Val  Loss: 1.1841 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.5164 | Val  Acc: 0.6111
 Site-USPS                          | Val  Loss: 1.4382 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.4382 | Val  Acc: 0.6207
 Site-USPS                          | Val  Loss: 1.3660 | Val  Acc: 0.7238
 Site-USPS                          | Val  Loss: 1.2988 | Val  Acc: 0.7619
 Site-SynthDigits                   | Val  Loss: 2.0817 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2046 | Val  Acc: 0.3088
 Site-SynthDigits                   | Val  Loss: 2.0887 | Val  Acc: 0.3115
 Site-MNIST_M                       | Val  Loss: 2.1156 | Val  Acc: 0.4889
 Site-MNIST_M                       | Val  Loss: 2.1355 | Val  Acc: 0.4568
 Site-SVHN                          | Val  Loss: 2.3054 | Val  Acc: 0.1429
Average Valid Accuracy: 0.6511
 Best site-MNIST                     | Epoch:4 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:4 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6667
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7059
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7742
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.8214
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.8039
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7814
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7764
 Best site-USPS                      | Epoch:4 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6111
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6207
 Best site-USPS                      | Epoch:4 | Val Acc: 0.7238
 Best site-USPS                      | Epoch:4 | Val Acc: 0.7619
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.3088
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.3115
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.4889
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.4568
 Best site-SVHN                      | Epoch:4 | Val Acc: 0.1429
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/term...
============ Train epoch 5 ============
 Site-MNIST                         | Train Loss: 1.3781 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.3472 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.1297 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 1.1851 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 1.0281 | Train Acc: 0.8000
 Site-MNIST                         | Train Loss: 1.2070 | Train Acc: 0.8254
 Site-MNIST                         | Train Loss: 1.2283 | Train Acc: 0.7930
 Site-MNIST                         | Train Loss: 1.2840 | Train Acc: 0.7531
 Site-MNIST                         | Train Loss: 1.2321 | Train Acc: 0.8152
 Site-MNIST                         | Train Loss: 1.1979 | Train Acc: 0.8128
 Site-USPS                          | Train Loss: 1.2221 | Train Acc: 0.7750
 Site-USPS                          | Train Loss: 1.3395 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.1748 | Train Acc: 0.7597
 Site-USPS                          | Train Loss: 1.2283 | Train Acc: 0.7210
 Site-USPS                          | Train Loss: 1.1995 | Train Acc: 0.7857
 Site-USPS                          | Train Loss: 1.2033 | Train Acc: 0.7791
 Site-SynthDigits                   | Train Loss: 2.0508 | Train Acc: 0.2848
 Site-SynthDigits                   | Train Loss: 2.0432 | Train Acc: 0.3040
 Site-SynthDigits                   | Train Loss: 1.9871 | Train Acc: 0.3442
 Site-MNIST_M                       | Train Loss: 2.1283 | Train Acc: 0.3481
 Site-MNIST_M                       | Train Loss: 2.1520 | Train Acc: 0.2905
 Site-SVHN                          | Train Loss: 2.2574 | Train Acc: 0.1596
Average Train Accuracy: 0.6462
 Site-MNIST                         | Val  Loss: 0.9537 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.1788 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.2337 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.3423 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.2445 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.2492 | Val  Acc: 0.7742
 Site-MNIST                         | Val  Loss: 1.2446 | Val  Acc: 0.8214
 Site-MNIST                         | Val  Loss: 1.2235 | Val  Acc: 0.7941
 Site-MNIST                         | Val  Loss: 1.2577 | Val  Acc: 0.7760
 Site-MNIST                         | Val  Loss: 1.2509 | Val  Acc: 0.7704
 Site-USPS                          | Val  Loss: 1.0659 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.4321 | Val  Acc: 0.5556
