===2023-07-29 11:52:58===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 1.1672 | Train Acc: 0.8333
 Best site-MNIST_M                   | Epoch:9 | Val Acc: 0.4000
 Best site-MNIST_M                   | Epoch:9 | Val Acc: 0.5556
 Best site-SVHN                      | Epoch:9 | Val Acc: 0.3000
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/harmo-fl...
============ Train epoch 10 ============
 Site-MNIST                         | Train Loss: 0.1354 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3306 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1304 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1151 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.1501 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1659 | Train Acc: 0.9603
 Site-MNIST                         | Train Loss: 0.1728 | Train Acc: 0.9604
 Site-MNIST                         | Train Loss: 0.2318 | Train Acc: 0.9340
 Site-MNIST                         | Train Loss: 0.1768 | Train Acc: 0.9579
 Site-MNIST                         | Train Loss: 0.1485 | Train Acc: 0.9691
 Site-USPS                          | Train Loss: 0.4312 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.1867 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.1747 | Train Acc: 0.9302
 Site-USPS                          | Train Loss: 0.3317 | Train Acc: 0.9185
 Site-USPS                          | Train Loss: 0.2285 | Train Acc: 0.9381
 Site-USPS                          | Train Loss: 0.2420 | Train Acc: 0.9272
 Site-SynthDigits                   | Train Loss: 1.4557 | Train Acc: 0.4702
 Site-SynthDigits                   | Train Loss: 1.3906 | Train Acc: 0.5641
 Site-SynthDigits                   | Train Loss: 1.2473 | Train Acc: 0.5642
 Site-MNIST_M                       | Train Loss: 1.7150 | Train Acc: 0.3978
 Site-MNIST_M                       | Train Loss: 1.5587 | Train Acc: 0.4404
 Site-SVHN                          | Train Loss: 2.0430 | Train Acc: 0.2624
Average Train Accuracy: 0.8107
 Site-MNIST                         | Val  Loss: 0.0146 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.1093 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6009 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.5207 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.3106 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.1449 | Val  Acc: 0.9355
 Site-MNIST                         | Val  Loss: 0.1510 | Val  Acc: 0.9643
 Site-MNIST                         | Val  Loss: 0.1506 | Val  Acc: 0.9510
 Site-MNIST                         | Val  Loss: 0.2290 | Val  Acc: 0.9290
 Site-MNIST                         | Val  Loss: 0.2109 | Val  Acc: 0.9426
 Site-USPS                          | Val  Loss: 0.0402 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3517 | Val  Acc: 0.9444
 Site-USPS                          | Val  Loss: 0.4930 | Val  Acc: 0.9062
 Site-USPS                          | Val  Loss: 0.4997 | Val  Acc: 0.8793
 Site-USPS                          | Val  Loss: 0.4035 | Val  Acc: 0.9143
 Site-USPS                          | Val  Loss: 0.2595 | Val  Acc: 0.9365
 Site-SynthDigits                   | Val  Loss: 1.3560 | Val  Acc: 0.5946
 Site-SynthDigits                   | Val  Loss: 1.5430 | Val  Acc: 0.6029
 Site-SynthDigits                   | Val  Loss: 1.3635 | Val  Acc: 0.5410
 Site-MNIST_M                       | Val  Loss: 1.8473 | Val  Acc: 0.3333
 Site-MNIST_M                       | Val  Loss: 1.5687 | Val  Acc: 0.5185
 Site-SVHN                          | Val  Loss: 1.8879 | Val  Acc: 0.3429
Average Valid Accuracy: 0.8044
 Best site-MNIST                     | Epoch:10 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:10 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8824
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.9355
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.9643
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.9510
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.9290
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.9426
 Best site-USPS                      | Epoch:10 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9444
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9062
 Best site-USPS                      | Epoch:10 | Val Acc: 0.8793
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9143
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9365
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.5946
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.6029
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.5410
 Best site-MNIST_M                   | Epoch:10 | Val Acc: 0.3333
 Best site-MNIST_M                   | Epoch:10 | Val Acc: 0.5185
 Best site-SVHN                      | Epoch:10 | Val Acc: 0.3429
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/harmo-fl...
============ Train epoch 11 ============
 Site-MNIST                         | Train Loss: 0.1200 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3155 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1744 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1119 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.1918 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1705 | Train Acc: 0.9603
 Site-MNIST                         | Train Loss: 0.1427 | Train Acc: 0.9559
 Site-MNIST                         | Train Loss: 0.2215 | Train Acc: 0.9413
 Site-MNIST                         | Train Loss: 0.1714 | Train Acc: 0.9511
 Site-MNIST                         | Train Loss: 0.1444 | Train Acc: 0.9691
 Site-USPS                          | Train Loss: 0.3917 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.2979 | Train Acc: 0.9306
 Site-USPS                          | Train Loss: 0.2354 | Train Acc: 0.9380
 Site-USPS                          | Train Loss: 0.3088 | Train Acc: 0.9099
 Site-USPS                          | Train Loss: 0.2027 | Train Acc: 0.9476
 Site-USPS                          | Train Loss: 0.2178 | Train Acc: 0.9352
 Site-SynthDigits                   | Train Loss: 1.4191 | Train Acc: 0.4702
 Site-SynthDigits                   | Train Loss: 1.3082 | Train Acc: 0.5678
 Site-SynthDigits                   | Train Loss: 1.2349 | Train Acc: 0.5519
 Site-MNIST_M                       | Train Loss: 1.7001 | Train Acc: 0.3923
 Site-MNIST_M                       | Train Loss: 1.6858 | Train Acc: 0.4526
 Site-SVHN                          | Train Loss: 2.0624 | Train Acc: 0.2766
Average Train Accuracy: 0.8125
 Site-MNIST                         | Val  Loss: 0.0261 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.1210 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.5855 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.4918 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.2913 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.1336 | Val  Acc: 0.9355
 Site-MNIST                         | Val  Loss: 0.1435 | Val  Acc: 0.9643
 Site-MNIST                         | Val  Loss: 0.1452 | Val  Acc: 0.9608
 Site-MNIST                         | Val  Loss: 0.2247 | Val  Acc: 0.9344
 Site-MNIST                         | Val  Loss: 0.2079 | Val  Acc: 0.9426
 Site-USPS                          | Val  Loss: 0.0325 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3187 | Val  Acc: 0.9444
 Site-USPS                          | Val  Loss: 0.4549 | Val  Acc: 0.9062
 Site-USPS                          | Val  Loss: 0.4642 | Val  Acc: 0.8621
 Site-USPS                          | Val  Loss: 0.3777 | Val  Acc: 0.8952
 Site-USPS                          | Val  Loss: 0.2405 | Val  Acc: 0.9312
 Site-SynthDigits                   | Val  Loss: 1.3327 | Val  Acc: 0.5405
 Site-SynthDigits                   | Val  Loss: 1.4983 | Val  Acc: 0.5735
 Site-SynthDigits                   | Val  Loss: 1.3402 | Val  Acc: 0.5246
 Site-MNIST_M                       | Val  Loss: 1.8444 | Val  Acc: 0.3333
 Site-MNIST_M                       | Val  Loss: 1.5371 | Val  Acc: 0.5309
 Site-SVHN                          | Val  Loss: 1.8640 | Val  Acc: 0.3429
Average Valid Accuracy: 0.7992
============ Train epoch 12 ============
 Site-MNIST                         | Train Loss: 0.1235 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3168 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1242 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1047 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.2074 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1541 | Train Acc: 0.9444
 Site-MNIST                         | Train Loss: 0.1445 | Train Acc: 0.9604
 Site-MNIST                         | Train Loss: 0.2158 | Train Acc: 0.9438
 Site-MNIST                         | Train Loss: 0.1554 | Train Acc: 0.9565
 Site-MNIST                         | Train Loss: 0.1279 | Train Acc: 0.9721
 Site-USPS                          | Train Loss: 0.4025 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.1935 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.1859 | Train Acc: 0.9380
 Site-USPS                          | Train Loss: 0.2850 | Train Acc: 0.9099
 Site-USPS                          | Train Loss: 0.1977 | Train Acc: 0.9548
 Site-USPS                          | Train Loss: 0.2095 | Train Acc: 0.9378
 Site-SynthDigits                   | Train Loss: 1.3672 | Train Acc: 0.4636
 Site-SynthDigits                   | Train Loss: 1.3120 | Train Acc: 0.5641
 Site-SynthDigits                   | Train Loss: 1.2085 | Train Acc: 0.5662
 Site-MNIST_M                       | Train Loss: 1.6650 | Train Acc: 0.4420
 Site-MNIST_M                       | Train Loss: 1.5642 | Train Acc: 0.4495
 Site-SVHN                          | Train Loss: 2.0633 | Train Acc: 0.2801
Average Train Accuracy: 0.8148
 Site-MNIST                         | Val  Loss: 0.0149 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.1314 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.5832 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.4750 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.2805 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.1323 | Val  Acc: 0.9355
 Site-MNIST                         | Val  Loss: 0.1429 | Val  Acc: 0.9643
 Site-MNIST                         | Val  Loss: 0.1368 | Val  Acc: 0.9608
 Site-MNIST                         | Val  Loss: 0.2084 | Val  Acc: 0.9399
 Site-MNIST                         | Val  Loss: 0.1927 | Val  Acc: 0.9486
 Site-USPS                          | Val  Loss: 0.0266 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3155 | Val  Acc: 0.9444
 Site-USPS                          | Val  Loss: 0.4478 | Val  Acc: 0.9062
 Site-USPS                          | Val  Loss: 0.4633 | Val  Acc: 0.8621
 Site-USPS                          | Val  Loss: 0.3681 | Val  Acc: 0.8952
 Site-USPS                          | Val  Loss: 0.2232 | Val  Acc: 0.9312
 Site-SynthDigits                   | Val  Loss: 1.3177 | Val  Acc: 0.5946
 Site-SynthDigits                   | Val  Loss: 1.4898 | Val  Acc: 0.6176
 Site-SynthDigits                   | Val  Loss: 1.3092 | Val  Acc: 0.5492
 Site-MNIST_M                       | Val  Loss: 1.8119 | Val  Acc: 0.3556
 Site-MNIST_M                       | Val  Loss: 1.4880 | Val  Acc: 0.5309
 Site-SVHN                          | Val  Loss: 1.8408 | Val  Acc: 0.3429
Average Valid Accuracy: 0.8063
 Best site-MNIST                     | Epoch:12 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:12 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.8824
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.9355
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.9643
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.9608
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.9399
 Best site-MNIST                     | Epoch:12 | Val Acc: 0.9486
 Best site-USPS                      | Epoch:12 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9444
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9062
 Best site-USPS                      | Epoch:12 | Val Acc: 0.8621
 Best site-USPS                      | Epoch:12 | Val Acc: 0.8952
 Best site-USPS                      | Epoch:12 | Val Acc: 0.9312
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.5946
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.6176
 Best site-SynthDigits               | Epoch:12 | Val Acc: 0.5492
 Best site-MNIST_M                   | Epoch:12 | Val Acc: 0.3556
 Best site-MNIST_M                   | Epoch:12 | Val Acc: 0.5309
 Best site-SVHN                      | Epoch:12 | Val Acc: 0.3429
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/harmo-fl...
============ Train epoch 13 ============
 Site-MNIST                         | Train Loss: 0.0929 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3222 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1399 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1003 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.1710 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1467 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1386 | Train Acc: 0.9604
 Site-MNIST                         | Train Loss: 0.1957 | Train Acc: 0.9389
 Site-MNIST                         | Train Loss: 0.1504 | Train Acc: 0.9620
 Site-MNIST                         | Train Loss: 0.1204 | Train Acc: 0.9743
 Site-USPS                          | Train Loss: 0.3940 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.3251 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.1600 | Train Acc: 0.9380
 Site-USPS                          | Train Loss: 0.2684 | Train Acc: 0.9227
 Site-USPS                          | Train Loss: 0.1824 | Train Acc: 0.9571
 Site-USPS                          | Train Loss: 0.1972 | Train Acc: 0.9431
 Site-SynthDigits                   | Train Loss: 1.3737 | Train Acc: 0.4768
 Site-SynthDigits                   | Train Loss: 1.3665 | Train Acc: 0.5788
 Site-SynthDigits                   | Train Loss: 1.1836 | Train Acc: 0.5927
 Site-MNIST_M                       | Train Loss: 1.6739 | Train Acc: 0.4088
 Site-MNIST_M                       | Train Loss: 1.6652 | Train Acc: 0.4648
 Site-SVHN                          | Train Loss: 2.0619 | Train Acc: 0.2766
Average Train Accuracy: 0.8177
 Site-MNIST                         | Val  Loss: 0.0189 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.1235 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6838 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.5373 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.3205 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.1191 | Val  Acc: 0.9677
 Site-MNIST                         | Val  Loss: 0.1271 | Val  Acc: 0.9821
 Site-MNIST                         | Val  Loss: 0.1281 | Val  Acc: 0.9608
 Site-MNIST                         | Val  Loss: 0.2049 | Val  Acc: 0.9235
 Site-MNIST                         | Val  Loss: 0.1884 | Val  Acc: 0.9396
 Site-USPS                          | Val  Loss: 0.0212 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2815 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.4228 | Val  Acc: 0.9375
 Site-USPS                          | Val  Loss: 0.4292 | Val  Acc: 0.8966
 Site-USPS                          | Val  Loss: 0.3473 | Val  Acc: 0.9143
 Site-USPS                          | Val  Loss: 0.2142 | Val  Acc: 0.9418
 Site-SynthDigits                   | Val  Loss: 1.2898 | Val  Acc: 0.5405
 Site-SynthDigits                   | Val  Loss: 1.4467 | Val  Acc: 0.6029
 Site-SynthDigits                   | Val  Loss: 1.2705 | Val  Acc: 0.5492
 Site-MNIST_M                       | Val  Loss: 1.8275 | Val  Acc: 0.3556
 Site-MNIST_M                       | Val  Loss: 1.5022 | Val  Acc: 0.5185
 Site-SVHN                          | Val  Loss: 1.8375 | Val  Acc: 0.3286
Average Valid Accuracy: 0.8100
 Best site-MNIST                     | Epoch:13 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:13 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.8824
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.9677
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.9821
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.9608
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.9235
 Best site-MNIST                     | Epoch:13 | Val Acc: 0.9396
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9375
 Best site-USPS                      | Epoch:13 | Val Acc: 0.8966
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9143
 Best site-USPS                      | Epoch:13 | Val Acc: 0.9418
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.5405
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.6029
 Best site-SynthDigits               | Epoch:13 | Val Acc: 0.5492
 Best site-MNIST_M                   | Epoch:13 | Val Acc: 0.3556
 Best site-MNIST_M                   | Epoch:13 | Val Acc: 0.5185
 Best site-SVHN                      | Epoch:13 | Val Acc: 0.3286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/harmo-fl...
============ Train epoch 14 ============
 Site-MNIST                         | Train Loss: 0.1011 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3074 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1287 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.0953 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.4111 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1426 | Train Acc: 0.9683
 Site-MNIST                         | Train Loss: 0.1308 | Train Acc: 0.9604
 Site-MNIST                         | Train Loss: 0.1947 | Train Acc: 0.9438
 Site-MNIST                         | Train Loss: 0.1430 | Train Acc: 0.9606
 Site-MNIST                         | Train Loss: 0.1140 | Train Acc: 0.9789
 Site-USPS                          | Train Loss: 0.3651 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.2616 | Train Acc: 0.9306
 Site-USPS                          | Train Loss: 0.2223 | Train Acc: 0.9380
 Site-USPS                          | Train Loss: 0.2717 | Train Acc: 0.9185
 Site-USPS                          | Train Loss: 0.1831 | Train Acc: 0.9571
 Site-USPS                          | Train Loss: 0.1912 | Train Acc: 0.9378
 Site-SynthDigits                   | Train Loss: 1.4926 | Train Acc: 0.4967
 Site-SynthDigits                   | Train Loss: 1.2873 | Train Acc: 0.5861
 Site-SynthDigits                   | Train Loss: 1.1760 | Train Acc: 0.5784
 Site-MNIST_M                       | Train Loss: 1.6827 | Train Acc: 0.4144
 Site-MNIST_M                       | Train Loss: 1.5463 | Train Acc: 0.4679
 Site-SVHN                          | Train Loss: 2.0518 | Train Acc: 0.2766
Average Train Accuracy: 0.8199
 Site-MNIST                         | Val  Loss: 0.0109 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.0575 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.6270 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.4929 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.2879 | Val  Acc: 0.8824
 Site-MNIST                         | Val  Loss: 0.1037 | Val  Acc: 0.9677
 Site-MNIST                         | Val  Loss: 0.1182 | Val  Acc: 0.9821
 Site-MNIST                         | Val  Loss: 0.1205 | Val  Acc: 0.9608
 Site-MNIST                         | Val  Loss: 0.1907 | Val  Acc: 0.9290
 Site-MNIST                         | Val  Loss: 0.1777 | Val  Acc: 0.9456
 Site-USPS                          | Val  Loss: 0.0220 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3281 | Val  Acc: 0.8889
 Site-USPS                          | Val  Loss: 0.4535 | Val  Acc: 0.8750
 Site-USPS                          | Val  Loss: 0.4462 | Val  Acc: 0.8448
 Site-USPS                          | Val  Loss: 0.3544 | Val  Acc: 0.9048
 Site-USPS                          | Val  Loss: 0.2160 | Val  Acc: 0.9365
 Site-SynthDigits                   | Val  Loss: 1.3018 | Val  Acc: 0.5946
 Site-SynthDigits                   | Val  Loss: 1.4833 | Val  Acc: 0.6618
 Site-SynthDigits                   | Val  Loss: 1.2846 | Val  Acc: 0.5656
 Site-MNIST_M                       | Val  Loss: 1.8400 | Val  Acc: 0.3556
 Site-MNIST_M                       | Val  Loss: 1.4980 | Val  Acc: 0.5185
 Site-SVHN                          | Val  Loss: 1.8097 | Val  Acc: 0.3143
Average Valid Accuracy: 0.8048
============ Train epoch 15 ============
 Site-MNIST                         | Train Loss: 0.0668 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.2885 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1444 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.0968 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.1626 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1377 | Train Acc: 0.9603
 Site-MNIST                         | Train Loss: 0.1382 | Train Acc: 0.9604
 Site-MNIST                         | Train Loss: 0.2050 | Train Acc: 0.9413
 Site-MNIST                         | Train Loss: 0.1371 | Train Acc: 0.9674
 Site-MNIST                         | Train Loss: 0.1100 | Train Acc: 0.9781
 Site-USPS                          | Train Loss: 0.3643 | Train Acc: 0.9250
 Site-USPS                          | Train Loss: 0.1316 | Train Acc: 0.9306
 Site-USPS                          | Train Loss: 0.1661 | Train Acc: 0.9380
 Site-USPS                          | Train Loss: 0.2413 | Train Acc: 0.9185
 Site-USPS                          | Train Loss: 0.1623 | Train Acc: 0.9571
 Site-USPS                          | Train Loss: 0.1803 | Train Acc: 0.9497
 Site-SynthDigits                   | Train Loss: 1.3308 | Train Acc: 0.5232
 Site-SynthDigits                   | Train Loss: 1.2444 | Train Acc: 0.6007
 Site-SynthDigits                   | Train Loss: 1.1341 | Train Acc: 0.6212
 Site-MNIST_M                       | Train Loss: 1.6769 | Train Acc: 0.4033
 Site-MNIST_M                       | Train Loss: 1.6426 | Train Acc: 0.4709
 Site-SVHN                          | Train Loss: 2.0410 | Train Acc: 0.2872
Average Train Accuracy: 0.8242
 Site-MNIST                         | Val  Loss: 0.0132 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.0610 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.5866 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.4489 | Val  Acc: 0.8889
 Site-MNIST                         | Val  Loss: 0.2685 | Val  Acc: 0.9412
 Site-MNIST                         | Val  Loss: 0.0892 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 0.1106 | Val  Acc: 0.9821
 Site-MNIST                         | Val  Loss: 0.1145 | Val  Acc: 0.9608
 Site-MNIST                         | Val  Loss: 0.1954 | Val  Acc: 0.9290
 Site-MNIST                         | Val  Loss: 0.1765 | Val  Acc: 0.9426
 Site-USPS                          | Val  Loss: 0.0176 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3064 | Val  Acc: 0.8889
 Site-USPS                          | Val  Loss: 0.4147 | Val  Acc: 0.8750
 Site-USPS                          | Val  Loss: 0.4123 | Val  Acc: 0.8621
 Site-USPS                          | Val  Loss: 0.3242 | Val  Acc: 0.9238
 Site-USPS                          | Val  Loss: 0.1863 | Val  Acc: 0.9471
 Site-SynthDigits                   | Val  Loss: 1.2405 | Val  Acc: 0.5405
 Site-SynthDigits                   | Val  Loss: 1.4437 | Val  Acc: 0.6324
 Site-SynthDigits                   | Val  Loss: 1.2305 | Val  Acc: 0.5574
 Site-MNIST_M                       | Val  Loss: 1.8521 | Val  Acc: 0.3333
 Site-MNIST_M                       | Val  Loss: 1.5107 | Val  Acc: 0.5185
 Site-SVHN                          | Val  Loss: 1.8317 | Val  Acc: 0.3000
Average Valid Accuracy: 0.8102
 Best site-MNIST                     | Epoch:15 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:15 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.8889
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9412
 Best site-MNIST                     | Epoch:15 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9821
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9608
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9290
 Best site-MNIST                     | Epoch:15 | Val Acc: 0.9426
 Best site-USPS                      | Epoch:15 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8889
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8750
 Best site-USPS                      | Epoch:15 | Val Acc: 0.8621
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9238
 Best site-USPS                      | Epoch:15 | Val Acc: 0.9471
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.5405
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.6324
 Best site-SynthDigits               | Epoch:15 | Val Acc: 0.5574
 Best site-MNIST_M                   | Epoch:15 | Val Acc: 0.3333
 Best site-MNIST_M                   | Epoch:15 | Val Acc: 0.5185
 Best site-SVHN                      | Epoch:15 | Val Acc: 0.3000
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/harmo-fl...
============ Train epoch 16 ============
 Site-MNIST                         | Train Loss: 0.0823 | Train Acc: 1.0000
 Site-MNIST                         | Train Loss: 0.3440 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.1228 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 0.1087 | Train Acc: 0.9737
 Site-MNIST                         | Train Loss: 0.1522 | Train Acc: 0.9571
 Site-MNIST                         | Train Loss: 0.1375 | Train Acc: 0.9365
 Site-MNIST                         | Train Loss: 0.1274 | Train Acc: 0.9471
 Site-MNIST                         | Train Loss: 0.1795 | Train Acc: 0.9462
 Site-MNIST                         | Train Loss: 0.1319 | Train Acc: 0.9674
 Site-MNIST                         | Train Loss: 0.1030 | Train Acc: 0.9751
 Site-USPS                          | Train Loss: 0.3536 | Train Acc: 0.9500
 Site-USPS                          | Train Loss: 0.1785 | Train Acc: 0.9306
