===2023-07-29 19:49:07===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 2.1584 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.9947 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.9229 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.8645 | Train Acc: 0.7143
 Site-MNIST                         | Train Loss: 1.8901 | Train Acc: 0.7368
 Site-MNIST                         | Train Loss: 1.7695 | Train Acc: 0.7571
 Site-MNIST                         | Train Loss: 1.8711 | Train Acc: 0.7222
 Site-MNIST                         | Train Loss: 1.8857 | Train Acc: 0.6388
 Site-MNIST                         | Train Loss: 1.9310 | Train Acc: 0.5941
 Site-MNIST                         | Train Loss: 1.8943 | Train Acc: 0.6264
 Site-MNIST                         | Train Loss: 1.8753 | Train Acc: 0.6785
 Site-USPS                          | Train Loss: 1.8729 | Train Acc: 0.7250
 Site-USPS                          | Train Loss: 1.8554 | Train Acc: 0.6389
 Site-USPS                          | Train Loss: 1.7496 | Train Acc: 0.6822
 Site-USPS                          | Train Loss: 1.8650 | Train Acc: 0.6567
 Site-USPS                          | Train Loss: 1.8628 | Train Acc: 0.6881
 Site-USPS                          | Train Loss: 1.8576 | Train Acc: 0.7354
 Site-SynthDigits                   | Train Loss: 2.2179 | Train Acc: 0.2252
 Site-SynthDigits                   | Train Loss: 2.2078 | Train Acc: 0.2271
 Site-SynthDigits                   | Train Loss: 2.1938 | Train Acc: 0.2566
 Site-MNIST_M                       | Train Loss: 2.2483 | Train Acc: 0.2210
 Site-MNIST_M                       | Train Loss: 2.2743 | Train Acc: 0.1957
 Site-SVHN                          | Train Loss: 2.2873 | Train Acc: 0.1702
Average Train Accuracy: 0.5480
 Site-MNIST                         | Val  Loss: 1.6836 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.7991 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.8517 | Val  Acc: 0.6000
 Site-MNIST                         | Val  Loss: 1.9437 | Val  Acc: 0.5556
 Site-MNIST                         | Val  Loss: 1.9150 | Val  Acc: 0.5882
 Site-MNIST                         | Val  Loss: 1.9186 | Val  Acc: 0.5484
 Site-MNIST                         | Val  Loss: 1.9060 | Val  Acc: 0.6071
 Site-MNIST                         | Val  Loss: 1.8961 | Val  Acc: 0.6176
 Site-MNIST                         | Val  Loss: 1.9033 | Val  Acc: 0.6175
 Site-MNIST                         | Val  Loss: 1.9021 | Val  Acc: 0.5891
 Site-USPS                          | Val  Loss: 1.8330 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.9753 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 1.9043 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.9070 | Val  Acc: 0.6034
 Site-USPS                          | Val  Loss: 1.8688 | Val  Acc: 0.6667
 Site-USPS                          | Val  Loss: 1.8379 | Val  Acc: 0.6720
 Site-SynthDigits                   | Val  Loss: 2.2155 | Val  Acc: 0.2432
 Site-SynthDigits                   | Val  Loss: 2.2761 | Val  Acc: 0.2647
 Site-SynthDigits                   | Val  Loss: 2.2097 | Val  Acc: 0.2377
 Site-MNIST_M                       | Val  Loss: 2.2286 | Val  Acc: 0.2667
 Site-MNIST_M                       | Val  Loss: 2.2445 | Val  Acc: 0.2593
 Site-SVHN                          | Val  Loss: 2.3048 | Val  Acc: 0.1286
Average Valid Accuracy: 0.5521
 Best site-MNIST                     | Epoch:1 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:1 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6000
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5556
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5882
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5484
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6071
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6176
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6175
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5891
 Best site-USPS                      | Epoch:1 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:1 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6034
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6667
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6720
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2432
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2647
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2377
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2667
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2593
 Best site-SVHN                      | Epoch:1 | Val Acc: 0.1286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/fedmix...
============ Train epoch 2 ============
 Site-MNIST                         | Train Loss: 1.8473 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.7686 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.6608 | Train Acc: 0.7619
 Site-MNIST                         | Train Loss: 1.6909 | Train Acc: 0.7895
 Site-MNIST                         | Train Loss: 1.4849 | Train Acc: 0.7857
 Site-MNIST                         | Train Loss: 1.6892 | Train Acc: 0.7619
 Site-MNIST                         | Train Loss: 1.6886 | Train Acc: 0.7137
 Site-MNIST                         | Train Loss: 1.7505 | Train Acc: 0.6479
 Site-MNIST                         | Train Loss: 1.7149 | Train Acc: 0.6861
 Site-MNIST                         | Train Loss: 1.6866 | Train Acc: 0.7147
 Site-USPS                          | Train Loss: 1.6805 | Train Acc: 0.7250
 Site-USPS                          | Train Loss: 1.7329 | Train Acc: 0.6806
 Site-USPS                          | Train Loss: 1.7015 | Train Acc: 0.7209
 Site-USPS                          | Train Loss: 1.6800 | Train Acc: 0.6867
 Site-USPS                          | Train Loss: 1.6641 | Train Acc: 0.7190
 Site-USPS                          | Train Loss: 1.6652 | Train Acc: 0.7487
 Site-SynthDigits                   | Train Loss: 2.1818 | Train Acc: 0.2450
 Site-SynthDigits                   | Train Loss: 2.1599 | Train Acc: 0.2564
 Site-SynthDigits                   | Train Loss: 2.1349 | Train Acc: 0.2831
 Site-MNIST_M                       | Train Loss: 2.2180 | Train Acc: 0.2928
 Site-MNIST_M                       | Train Loss: 2.2243 | Train Acc: 0.2508
 Site-SVHN                          | Train Loss: 2.2751 | Train Acc: 0.1631
Average Train Accuracy: 0.5818
 Site-MNIST                         | Val  Loss: 1.4257 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.5883 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.6454 | Val  Acc: 0.6000
 Site-MNIST                         | Val  Loss: 1.7645 | Val  Acc: 0.5556
 Site-MNIST                         | Val  Loss: 1.7160 | Val  Acc: 0.5882
 Site-MNIST                         | Val  Loss: 1.7355 | Val  Acc: 0.6774
 Site-MNIST                         | Val  Loss: 1.7196 | Val  Acc: 0.6964
 Site-MNIST                         | Val  Loss: 1.7051 | Val  Acc: 0.7157
 Site-MNIST                         | Val  Loss: 1.7200 | Val  Acc: 0.6831
 Site-MNIST                         | Val  Loss: 1.7169 | Val  Acc: 0.6677
 Site-USPS                          | Val  Loss: 1.6096 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.8095 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 1.7292 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.7360 | Val  Acc: 0.6207
 Site-USPS                          | Val  Loss: 1.6855 | Val  Acc: 0.6952
 Site-USPS                          | Val  Loss: 1.6421 | Val  Acc: 0.7037
 Site-SynthDigits                   | Val  Loss: 2.1616 | Val  Acc: 0.2162
 Site-SynthDigits                   | Val  Loss: 2.2415 | Val  Acc: 0.3088
 Site-SynthDigits                   | Val  Loss: 2.1611 | Val  Acc: 0.2869
 Site-MNIST_M                       | Val  Loss: 2.1982 | Val  Acc: 0.3556
 Site-MNIST_M                       | Val  Loss: 2.2143 | Val  Acc: 0.3457
 Site-SVHN                          | Val  Loss: 2.3025 | Val  Acc: 0.1286
Average Valid Accuracy: 0.5875
 Best site-MNIST                     | Epoch:2 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:2 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6000
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5556
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5882
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6774
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6964
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.7157
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6831
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6677
 Best site-USPS                      | Epoch:2 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:2 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6207
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6952
 Best site-USPS                      | Epoch:2 | Val Acc: 0.7037
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2162
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.3088
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2869
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3556
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3457
 Best site-SVHN                      | Epoch:2 | Val Acc: 0.1286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/fedmix...
============ Train epoch 3 ============
 Site-MNIST                         | Train Loss: 1.7057 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.6242 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.4647 | Train Acc: 0.8095
 Site-MNIST                         | Train Loss: 1.5104 | Train Acc: 0.8158
 Site-MNIST                         | Train Loss: 1.4239 | Train Acc: 0.7857
 Site-MNIST                         | Train Loss: 1.5160 | Train Acc: 0.7857
 Site-MNIST                         | Train Loss: 1.5161 | Train Acc: 0.7709
 Site-MNIST                         | Train Loss: 1.5808 | Train Acc: 0.6919
 Site-MNIST                         | Train Loss: 1.5439 | Train Acc: 0.7378
 Site-MNIST                         | Train Loss: 1.5127 | Train Acc: 0.7645
 Site-USPS                          | Train Loss: 1.5150 | Train Acc: 0.7250
 Site-USPS                          | Train Loss: 1.4932 | Train Acc: 0.7083
 Site-USPS                          | Train Loss: 1.5573 | Train Acc: 0.7209
 Site-USPS                          | Train Loss: 1.5145 | Train Acc: 0.6953
 Site-USPS                          | Train Loss: 1.4965 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.4962 | Train Acc: 0.7526
 Site-SynthDigits                   | Train Loss: 2.1272 | Train Acc: 0.2384
 Site-SynthDigits                   | Train Loss: 2.1416 | Train Acc: 0.2564
 Site-SynthDigits                   | Train Loss: 2.0795 | Train Acc: 0.3096
 Site-MNIST_M                       | Train Loss: 2.1852 | Train Acc: 0.3425
 Site-MNIST_M                       | Train Loss: 2.1942 | Train Acc: 0.2997
 Site-SVHN                          | Train Loss: 2.2638 | Train Acc: 0.1560
Average Train Accuracy: 0.6038
 Site-MNIST                         | Val  Loss: 1.2387 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.4340 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.4850 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.6177 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.5458 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.5647 | Val  Acc: 0.7097
 Site-MNIST                         | Val  Loss: 1.5466 | Val  Acc: 0.7500
 Site-MNIST                         | Val  Loss: 1.5310 | Val  Acc: 0.7451
 Site-MNIST                         | Val  Loss: 1.5558 | Val  Acc: 0.7158
 Site-MNIST                         | Val  Loss: 1.5467 | Val  Acc: 0.7190
 Site-USPS                          | Val  Loss: 1.4141 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.6735 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 1.5858 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.5915 | Val  Acc: 0.6379
 Site-USPS                          | Val  Loss: 1.5278 | Val  Acc: 0.7048
 Site-USPS                          | Val  Loss: 1.4745 | Val  Acc: 0.7196
 Site-SynthDigits                   | Val  Loss: 2.1169 | Val  Acc: 0.2162
 Site-SynthDigits                   | Val  Loss: 2.2149 | Val  Acc: 0.2941
 Site-SynthDigits                   | Val  Loss: 2.1188 | Val  Acc: 0.2787
 Site-MNIST_M                       | Val  Loss: 2.1597 | Val  Acc: 0.4222
 Site-MNIST_M                       | Val  Loss: 2.1749 | Val  Acc: 0.4321
 Site-SVHN                          | Val  Loss: 2.3107 | Val  Acc: 0.1286
Average Valid Accuracy: 0.6240
 Best site-MNIST                     | Epoch:3 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:3 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6667
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7059
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7097
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7500
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7451
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7158
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.7190
 Best site-USPS                      | Epoch:3 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:3 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6379
 Best site-USPS                      | Epoch:3 | Val Acc: 0.7048
 Best site-USPS                      | Epoch:3 | Val Acc: 0.7196
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.2162
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.2941
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.2787
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.4222
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.4321
 Best site-SVHN                      | Epoch:3 | Val Acc: 0.1286
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/fedmix...
============ Train epoch 4 ============
 Site-MNIST                         | Train Loss: 1.5889 | Train Acc: 0.5000
 Site-MNIST                         | Train Loss: 1.4888 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.2879 | Train Acc: 0.8095
 Site-MNIST                         | Train Loss: 1.3545 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 1.2862 | Train Acc: 0.7857
 Site-MNIST                         | Train Loss: 1.3718 | Train Acc: 0.8254
 Site-MNIST                         | Train Loss: 1.3592 | Train Acc: 0.7841
 Site-MNIST                         | Train Loss: 1.4534 | Train Acc: 0.7164
 Site-MNIST                         | Train Loss: 1.3970 | Train Acc: 0.7622
 Site-MNIST                         | Train Loss: 1.3641 | Train Acc: 0.7796
 Site-USPS                          | Train Loss: 1.3864 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.4162 | Train Acc: 0.7083
 Site-USPS                          | Train Loss: 1.1796 | Train Acc: 0.7209
 Site-USPS                          | Train Loss: 1.3768 | Train Acc: 0.6996
 Site-USPS                          | Train Loss: 1.3580 | Train Acc: 0.7571
 Site-USPS                          | Train Loss: 1.3614 | Train Acc: 0.7593
 Site-SynthDigits                   | Train Loss: 2.1016 | Train Acc: 0.2450
 Site-SynthDigits                   | Train Loss: 2.0625 | Train Acc: 0.2601
 Site-SynthDigits                   | Train Loss: 2.0281 | Train Acc: 0.3259
 Site-MNIST_M                       | Train Loss: 2.1532 | Train Acc: 0.3536
 Site-MNIST_M                       | Train Loss: 2.1676 | Train Acc: 0.3150
 Site-SVHN                          | Train Loss: 2.2567 | Train Acc: 0.1596
Average Train Accuracy: 0.6186
 Site-MNIST                         | Val  Loss: 1.0899 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.3082 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.3532 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.4899 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.3975 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.4212 | Val  Acc: 0.7419
 Site-MNIST                         | Val  Loss: 1.4005 | Val  Acc: 0.7857
 Site-MNIST                         | Val  Loss: 1.3820 | Val  Acc: 0.7745
 Site-MNIST                         | Val  Loss: 1.4140 | Val  Acc: 0.7432
 Site-MNIST                         | Val  Loss: 1.4035 | Val  Acc: 0.7432
 Site-USPS                          | Val  Loss: 1.2623 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.5720 | Val  Acc: 0.5556
 Site-USPS                          | Val  Loss: 1.4807 | Val  Acc: 0.6250
 Site-USPS                          | Val  Loss: 1.4775 | Val  Acc: 0.6207
 Site-USPS                          | Val  Loss: 1.4017 | Val  Acc: 0.6952
 Site-USPS                          | Val  Loss: 1.3446 | Val  Acc: 0.7196
 Site-SynthDigits                   | Val  Loss: 2.0766 | Val  Acc: 0.2162
 Site-SynthDigits                   | Val  Loss: 2.1866 | Val  Acc: 0.2941
 Site-SynthDigits                   | Val  Loss: 2.0792 | Val  Acc: 0.2787
 Site-MNIST_M                       | Val  Loss: 2.1246 | Val  Acc: 0.4000
 Site-MNIST_M                       | Val  Loss: 2.1432 | Val  Acc: 0.4321
 Site-SVHN                          | Val  Loss: 2.3127 | Val  Acc: 0.1143
Average Valid Accuracy: 0.6278
 Best site-MNIST                     | Epoch:4 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:4 | Val Acc: 1.0000
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.8000
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6667
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7059
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7419
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7857
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7745
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7432
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7432
 Best site-USPS                      | Epoch:4 | Val Acc: 0.9000
 Best site-USPS                      | Epoch:4 | Val Acc: 0.5556
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6250
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6207
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6952
 Best site-USPS                      | Epoch:4 | Val Acc: 0.7196
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.2162
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.2941
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.2787
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.4000
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.4321
 Best site-SVHN                      | Epoch:4 | Val Acc: 0.1143
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_2/fedmix...
============ Train epoch 5 ============
 Site-MNIST                         | Train Loss: 1.4526 | Train Acc: 0.6667
 Site-MNIST                         | Train Loss: 1.3705 | Train Acc: 0.7500
 Site-MNIST                         | Train Loss: 1.1476 | Train Acc: 0.8095
 Site-MNIST                         | Train Loss: 1.2248 | Train Acc: 0.8421
 Site-MNIST                         | Train Loss: 1.2927 | Train Acc: 0.8000
 Site-MNIST                         | Train Loss: 1.2366 | Train Acc: 0.8175
 Site-MNIST                         | Train Loss: 1.2304 | Train Acc: 0.8062
 Site-MNIST                         | Train Loss: 1.3178 | Train Acc: 0.7457
 Site-MNIST                         | Train Loss: 1.2647 | Train Acc: 0.7853
 Site-MNIST                         | Train Loss: 1.2332 | Train Acc: 0.8015
 Site-USPS                          | Train Loss: 1.2752 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.2140 | Train Acc: 0.7500
 Site-USPS                          | Train Loss: 1.0367 | Train Acc: 0.7364
 Site-USPS                          | Train Loss: 1.2715 | Train Acc: 0.7167
 Site-USPS                          | Train Loss: 1.2502 | Train Acc: 0.7714
 Site-USPS                          | Train Loss: 1.2398 | Train Acc: 0.7765
 Site-SynthDigits                   | Train Loss: 2.0272 | Train Acc: 0.2848
 Site-SynthDigits                   | Train Loss: 2.0275 | Train Acc: 0.2711
 Site-SynthDigits                   | Train Loss: 1.9788 | Train Acc: 0.3422
 Site-MNIST_M                       | Train Loss: 2.1292 | Train Acc: 0.3591
 Site-MNIST_M                       | Train Loss: 2.1574 | Train Acc: 0.3242
 Site-SVHN                          | Train Loss: 2.2505 | Train Acc: 0.1702
Average Train Accuracy: 0.6399
 Site-MNIST                         | Val  Loss: 0.9828 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.1903 | Val  Acc: 1.0000
 Site-MNIST                         | Val  Loss: 1.2472 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 1.3679 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.2709 | Val  Acc: 0.7059
 Site-MNIST                         | Val  Loss: 1.2965 | Val  Acc: 0.7742
 Site-MNIST                         | Val  Loss: 1.2772 | Val  Acc: 0.8214
 Site-MNIST                         | Val  Loss: 1.2524 | Val  Acc: 0.8039
 Site-MNIST                         | Val  Loss: 1.2856 | Val  Acc: 0.7705
 Site-MNIST                         | Val  Loss: 1.2761 | Val  Acc: 0.7764
 Site-USPS                          | Val  Loss: 1.1158 | Val  Acc: 0.9000
 Site-USPS                          | Val  Loss: 1.4701 | Val  Acc: 0.6111
