===2023-07-28 14:37:08===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[115,161,225,316,442,126,177,248,348,147,206,289,191,267,327,234,
client_nums=[5,4,3,2,1,1,]
len_dataset=[2103,1502,1072,765,546,390,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.4477 | Train Acc: 0.7739
 Site-Clipart                       | Train Loss: 1.4234 | Train Acc: 0.8385
 Site-Clipart                       | Train Loss: 1.4939 | Train Acc: 0.7733
 Site-Clipart                       | Train Loss: 1.4263 | Train Acc: 0.8070
 Site-Clipart                       | Train Loss: 1.4447 | Train Acc: 0.8145
 Site-Real                          | Train Loss: 1.2732 | Train Acc: 0.8968
 Site-Real                          | Train Loss: 1.1526 | Train Acc: 0.9322
 Site-Real                          | Train Loss: 1.1512 | Train Acc: 0.9435
 Site-Real                          | Train Loss: 1.2485 | Train Acc: 0.9109
 Site-Painting                      | Train Loss: 1.3637 | Train Acc: 0.8027
 Site-Painting                      | Train Loss: 1.3511 | Train Acc: 0.8495
 Site-Painting                      | Train Loss: 1.3857 | Train Acc: 0.8408
 Site-Sketch                        | Train Loss: 1.4313 | Train Acc: 0.6911
 Site-Sketch                        | Train Loss: 1.4192 | Train Acc: 0.7603
 Site-QuickDraw                     | Train Loss: 2.0848 | Train Acc: 0.3547
 Site-Infograph                     | Train Loss: 1.9788 | Train Acc: 0.4231
Average Train Accuracy: 0.7758
 Site-Clipart                       | Val  Loss: 1.3312 | Val  Acc: 0.8026
 Site-Clipart                       | Val  Loss: 1.4012 | Val  Acc: 0.8131
 Site-Clipart                       | Val  Loss: 1.4379 | Val  Acc: 0.8533
 Site-Clipart                       | Val  Loss: 1.3862 | Val  Acc: 0.7857
 Site-Clipart                       | Val  Loss: 1.4775 | Val  Acc: 0.7695
 Site-Real                          | Val  Loss: 1.2298 | Val  Acc: 0.9167
 Site-Real                          | Val  Loss: 1.2027 | Val  Acc: 0.9322
 Site-Real                          | Val  Loss: 1.1455 | Val  Acc: 0.9515
 Site-Real                          | Val  Loss: 1.1680 | Val  Acc: 0.9394
 Site-Painting                      | Val  Loss: 1.2893 | Val  Acc: 0.8469
 Site-Painting                      | Val  Loss: 1.3425 | Val  Acc: 0.8029
 Site-Painting                      | Val  Loss: 1.3558 | Val  Acc: 0.8333
 Site-Sketch                        | Val  Loss: 1.3966 | Val  Acc: 0.7638
 Site-Sketch                        | Val  Loss: 1.4403 | Val  Acc: 0.7360
 Site-QuickDraw                     | Val  Loss: 2.1198 | Val  Acc: 0.3440
 Site-Infograph                     | Val  Loss: 1.8981 | Val  Acc: 0.4615
Average Valid Accuracy: 0.7845
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8026
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8131
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8533
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7857
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7695
 Best site-Real                      | Epoch:0 | Val Acc: 0.9167
 Best site-Real                      | Epoch:0 | Val Acc: 0.9322
 Best site-Real                      | Epoch:0 | Val Acc: 0.9515
 Best site-Real                      | Epoch:0 | Val Acc: 0.9394
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8469
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8029
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8333
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7638
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7360
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.3440
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4615
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/harmo-fl...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 0.9845 | Train Acc: 0.8348
 Site-Clipart                       | Train Loss: 0.9086 | Train Acc: 0.8820
 Site-Clipart                       | Train Loss: 1.0368 | Train Acc: 0.8267
 Site-Clipart                       | Train Loss: 0.9574 | Train Acc: 0.8544
 Site-Clipart                       | Train Loss: 0.9806 | Train Acc: 0.8462
 Site-Real                          | Train Loss: 0.7268 | Train Acc: 0.9127
 Site-Real                          | Train Loss: 0.5968 | Train Acc: 0.9605
 Site-Real                          | Train Loss: 0.6058 | Train Acc: 0.9597
 Site-Real                          | Train Loss: 0.7105 | Train Acc: 0.9310
 Site-Painting                      | Train Loss: 0.8990 | Train Acc: 0.8503
 Site-Painting                      | Train Loss: 0.8369 | Train Acc: 0.8641
 Site-Painting                      | Train Loss: 0.9066 | Train Acc: 0.8408
 Site-Sketch                        | Train Loss: 1.0259 | Train Acc: 0.7277
 Site-Sketch                        | Train Loss: 0.9586 | Train Acc: 0.8015
 Site-QuickDraw                     | Train Loss: 1.9016 | Train Acc: 0.3364
 Site-Infograph                     | Train Loss: 1.7352 | Train Acc: 0.4444
Average Train Accuracy: 0.8046
 Site-Clipart                       | Val  Loss: 0.8329 | Val  Acc: 0.8289
 Site-Clipart                       | Val  Loss: 0.9683 | Val  Acc: 0.8692
 Site-Clipart                       | Val  Loss: 1.0002 | Val  Acc: 0.8533
 Site-Clipart                       | Val  Loss: 0.9065 | Val  Acc: 0.8571
 Site-Clipart                       | Val  Loss: 1.0248 | Val  Acc: 0.7932
 Site-Real                          | Val  Loss: 0.7033 | Val  Acc: 0.9048
 Site-Real                          | Val  Loss: 0.6928 | Val  Acc: 0.9407
 Site-Real                          | Val  Loss: 0.5984 | Val  Acc: 0.9515
 Site-Real                          | Val  Loss: 0.5961 | Val  Acc: 0.9524
 Site-Painting                      | Val  Loss: 0.7518 | Val  Acc: 0.9286
 Site-Painting                      | Val  Loss: 0.9042 | Val  Acc: 0.8175
 Site-Painting                      | Val  Loss: 0.8733 | Val  Acc: 0.8438
 Site-Sketch                        | Val  Loss: 0.9241 | Val  Acc: 0.8031
 Site-Sketch                        | Val  Loss: 0.9986 | Val  Acc: 0.7697
 Site-QuickDraw                     | Val  Loss: 1.9605 | Val  Acc: 0.3807
 Site-Infograph                     | Val  Loss: 1.6635 | Val  Acc: 0.5064
Average Valid Accuracy: 0.8126
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8289
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8692
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8533
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8571
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.7932
 Best site-Real                      | Epoch:1 | Val Acc: 0.9048
 Best site-Real                      | Epoch:1 | Val Acc: 0.9407
 Best site-Real                      | Epoch:1 | Val Acc: 0.9515
 Best site-Real                      | Epoch:1 | Val Acc: 0.9524
 Best site-Painting                  | Epoch:1 | Val Acc: 0.9286
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8175
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8438
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.8031
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.7697
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.3807
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.5064
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/harmo-fl...
============ Train epoch 2 ============
 Site-Clipart                       | Train Loss: 0.7817 | Train Acc: 0.8522
 Site-Clipart                       | Train Loss: 0.7314 | Train Acc: 0.8758
 Site-Clipart                       | Train Loss: 0.7443 | Train Acc: 0.8800
 Site-Clipart                       | Train Loss: 0.7260 | Train Acc: 0.8734
 Site-Clipart                       | Train Loss: 0.7319 | Train Acc: 0.8778
 Site-Real                          | Train Loss: 0.4805 | Train Acc: 0.9444
 Site-Real                          | Train Loss: 0.3735 | Train Acc: 0.9718
 Site-Real                          | Train Loss: 0.3834 | Train Acc: 0.9597
 Site-Real                          | Train Loss: 0.4505 | Train Acc: 0.9511
 Site-Painting                      | Train Loss: 0.6546 | Train Acc: 0.8163
 Site-Painting                      | Train Loss: 0.6248 | Train Acc: 0.8641
 Site-Painting                      | Train Loss: 0.6778 | Train Acc: 0.8478
