===2023-07-27 13:27:57===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,11,17,28,45,72,116,186,298,477,18,29,46,74,119,191,306,53,85,136,217,59,95,152,73,118,120,
client_nums=[10,7,4,3,2,1,]
len_dataset=[2103,1314,821,513,320,200,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.4578 | Train Acc: 0.6667
 Site-Clipart                       | Train Loss: 1.4150 | Train Acc: 0.9091
 Site-Clipart                       | Train Loss: 1.2563 | Train Acc: 0.9412
 Site-Clipart                       | Train Loss: 1.5068 | Train Acc: 0.7857
 Site-Clipart                       | Train Loss: 1.4918 | Train Acc: 0.8222
 Site-Clipart                       | Train Loss: 1.4690 | Train Acc: 0.8611
 Site-Clipart                       | Train Loss: 1.4287 | Train Acc: 0.8621
 Site-Clipart                       | Train Loss: 1.5384 | Train Acc: 0.8011
 Site-Clipart                       | Train Loss: 1.4689 | Train Acc: 0.8087
 Site-Clipart                       | Train Loss: 1.4817 | Train Acc: 0.8239
 Site-Real                          | Train Loss: 1.4474 | Train Acc: 0.7778
 Site-Real                          | Train Loss: 1.4247 | Train Acc: 0.9310
 Site-Real                          | Train Loss: 1.2980 | Train Acc: 0.9565
 Site-Real                          | Train Loss: 1.3160 | Train Acc: 0.9054
 Site-Real                          | Train Loss: 1.3055 | Train Acc: 0.9664
 Site-Real                          | Train Loss: 1.2694 | Train Acc: 0.9476
 Site-Real                          | Train Loss: 1.3415 | Train Acc: 0.9183
 Site-Painting                      | Train Loss: 1.5318 | Train Acc: 0.7547
 Site-Painting                      | Train Loss: 1.4111 | Train Acc: 0.8588
 Site-Painting                      | Train Loss: 1.5412 | Train Acc: 0.8015
 Site-Painting                      | Train Loss: 1.4685 | Train Acc: 0.7880
 Site-Sketch                        | Train Loss: 1.5168 | Train Acc: 0.6441
 Site-Sketch                        | Train Loss: 1.5626 | Train Acc: 0.6632
 Site-Sketch                        | Train Loss: 1.5054 | Train Acc: 0.7039
 Site-QuickDraw                     | Train Loss: 2.1464 | Train Acc: 0.2877
 Site-QuickDraw                     | Train Loss: 2.1487 | Train Acc: 0.3136
 Site-Infograph                     | Train Loss: 2.0661 | Train Acc: 0.3833
Average Train Accuracy: 0.7735
 Site-Clipart                       | Val  Loss: 0.9270 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 1.2060 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 1.4020 | Val  Acc: 0.8182
 Site-Clipart                       | Val  Loss: 1.5509 | Val  Acc: 0.6667
 Site-Clipart                       | Val  Loss: 1.4461 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.5254 | Val  Acc: 0.7708
 Site-Clipart                       | Val  Loss: 1.5355 | Val  Acc: 0.7922
 Site-Clipart                       | Val  Loss: 1.4432 | Val  Acc: 0.8548
 Site-Clipart                       | Val  Loss: 1.4128 | Val  Acc: 0.8283
 Site-Clipart                       | Val  Loss: 1.4945 | Val  Acc: 0.7987
 Site-Real                          | Val  Loss: 1.1678 | Val  Acc: 0.9167
 Site-Real                          | Val  Loss: 1.2539 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 1.3140 | Val  Acc: 0.9677
 Site-Real                          | Val  Loss: 1.3296 | Val  Acc: 0.9184
 Site-Real                          | Val  Loss: 1.2810 | Val  Acc: 0.9620
 Site-Real                          | Val  Loss: 1.2749 | Val  Acc: 0.9528
 Site-Real                          | Val  Loss: 1.2598 | Val  Acc: 0.9412
 Site-Painting                      | Val  Loss: 1.4429 | Val  Acc: 0.8286
 Site-Painting                      | Val  Loss: 1.3803 | Val  Acc: 0.8393
 Site-Painting                      | Val  Loss: 1.3983 | Val  Acc: 0.8778
 Site-Painting                      | Val  Loss: 1.4528 | Val  Acc: 0.8276
 Site-Sketch                        | Val  Loss: 1.6115 | Val  Acc: 0.7436
 Site-Sketch                        | Val  Loss: 1.5083 | Val  Acc: 0.6984
 Site-Sketch                        | Val  Loss: 1.5796 | Val  Acc: 0.6337
 Site-QuickDraw                     | Val  Loss: 2.1301 | Val  Acc: 0.2653
 Site-QuickDraw                     | Val  Loss: 2.1424 | Val  Acc: 0.3333
 Site-Infograph                     | Val  Loss: 1.9348 | Val  Acc: 0.4500
Average Valid Accuracy: 0.7958
 Best site-Clipart                   | Epoch:0 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:0 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8182
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.6667
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8000
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7708
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7922
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8548
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8283
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7987
 Best site-Real                      | Epoch:0 | Val Acc: 0.9167
 Best site-Real                      | Epoch:0 | Val Acc: 1.0000
 Best site-Real                      | Epoch:0 | Val Acc: 0.9677
 Best site-Real                      | Epoch:0 | Val Acc: 0.9184
 Best site-Real                      | Epoch:0 | Val Acc: 0.9620
 Best site-Real                      | Epoch:0 | Val Acc: 0.9528
 Best site-Real                      | Epoch:0 | Val Acc: 0.9412
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8286
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8393
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8778
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8276
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7436
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.6984
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.6337
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.2653
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.3333
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4500
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.6_2/fedsam...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 0.9993 | Train Acc: 0.8333
 Site-Clipart                       | Train Loss: 1.2243 | Train Acc: 0.6364
 Site-Clipart                       | Train Loss: 0.7461 | Train Acc: 0.8824
 Site-Clipart                       | Train Loss: 1.0415 | Train Acc: 0.8929
 Site-Clipart                       | Train Loss: 0.9178 | Train Acc: 0.8667
 Site-Clipart                       | Train Loss: 1.1992 | Train Acc: 0.8750
 Site-Clipart                       | Train Loss: 0.9885 | Train Acc: 0.8621
 Site-Clipart                       | Train Loss: 1.0926 | Train Acc: 0.8172
 Site-Clipart                       | Train Loss: 0.9760 | Train Acc: 0.8557
 Site-Clipart                       | Train Loss: 0.9819 | Train Acc: 0.8658
 Site-Real                          | Train Loss: 0.9476 | Train Acc: 0.7778
 Site-Real                          | Train Loss: 0.9156 | Train Acc: 0.8966
 Site-Real                          | Train Loss: 0.7405 | Train Acc: 0.9348
 Site-Real                          | Train Loss: 0.7158 | Train Acc: 0.9324
 Site-Real                          | Train Loss: 0.7121 | Train Acc: 0.9664
 Site-Real                          | Train Loss: 0.6619 | Train Acc: 0.9634
 Site-Real                          | Train Loss: 0.7637 | Train Acc: 0.9444
 Site-Painting                      | Train Loss: 1.0788 | Train Acc: 0.8113
 Site-Painting                      | Train Loss: 0.9001 | Train Acc: 0.8824
 Site-Painting                      | Train Loss: 1.0512 | Train Acc: 0.8309
 Site-Painting                      | Train Loss: 0.9318 | Train Acc: 0.8341
 Site-Sketch                        | Train Loss: 1.0540 | Train Acc: 0.7288
 Site-Sketch                        | Train Loss: 1.2043 | Train Acc: 0.7053
 Site-Sketch                        | Train Loss: 1.0649 | Train Acc: 0.7697
 Site-QuickDraw                     | Train Loss: 1.9999 | Train Acc: 0.3014
 Site-QuickDraw                     | Train Loss: 2.0546 | Train Acc: 0.2966
 Site-Infograph                     | Train Loss: 1.8781 | Train Acc: 0.4250
Average Train Accuracy: 0.7922
 Site-Clipart                       | Val  Loss: 0.6057 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.6814 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.9167 | Val  Acc: 0.9091
 Site-Clipart                       | Val  Loss: 0.8897 | Val  Acc: 0.8889
 Site-Clipart                       | Val  Loss: 1.0248 | Val  Acc: 0.8333
 Site-Clipart                       | Val  Loss: 1.0212 | Val  Acc: 0.8542
 Site-Clipart                       | Val  Loss: 1.0942 | Val  Acc: 0.8701
 Site-Clipart                       | Val  Loss: 0.9897 | Val  Acc: 0.8629
 Site-Clipart                       | Val  Loss: 0.8902 | Val  Acc: 0.8838
 Site-Clipart                       | Val  Loss: 1.0369 | Val  Acc: 0.8459
 Site-Real                          | Val  Loss: 0.5549 | Val  Acc: 0.9167
 Site-Real                          | Val  Loss: 0.5605 | Val  Acc: 1.0000
 Site-Real                          | Val  Loss: 0.7007 | Val  Acc: 0.9677
 Site-Real                          | Val  Loss: 0.7553 | Val  Acc: 0.9592
 Site-Real                          | Val  Loss: 0.7339 | Val  Acc: 0.9494
 Site-Real                          | Val  Loss: 0.6825 | Val  Acc: 0.9449
 Site-Real                          | Val  Loss: 0.6483 | Val  Acc: 0.9608
 Site-Painting                      | Val  Loss: 0.9290 | Val  Acc: 0.8571
 Site-Painting                      | Val  Loss: 0.8228 | Val  Acc: 0.9107
 Site-Painting                      | Val  Loss: 0.8502 | Val  Acc: 0.8778
 Site-Painting                      | Val  Loss: 0.8918 | Val  Acc: 0.8552
 Site-Sketch                        | Val  Loss: 1.2204 | Val  Acc: 0.6667
 Site-Sketch                        | Val  Loss: 1.0368 | Val  Acc: 0.7619
 Site-Sketch                        | Val  Loss: 1.1682 | Val  Acc: 0.7030
 Site-QuickDraw                     | Val  Loss: 2.0436 | Val  Acc: 0.2857
 Site-QuickDraw                     | Val  Loss: 2.0665 | Val  Acc: 0.3462
 Site-Infograph                     | Val  Loss: 1.7060 | Val  Acc: 0.4750
Average Valid Accuracy: 0.8291
 Best site-Clipart                   | Epoch:1 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:1 | Val Acc: 1.0000
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.9091
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8889
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8333
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8542
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8701
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8629
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8838
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8459
 Best site-Real                      | Epoch:1 | Val Acc: 0.9167
 Best site-Real                      | Epoch:1 | Val Acc: 1.0000
 Best site-Real                      | Epoch:1 | Val Acc: 0.9677
 Best site-Real                      | Epoch:1 | Val Acc: 0.9592
 Best site-Real                      | Epoch:1 | Val Acc: 0.9494
 Best site-Real                      | Epoch:1 | Val Acc: 0.9449
 Best site-Real                      | Epoch:1 | Val Acc: 0.9608
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8571
 Best site-Painting                  | Epoch:1 | Val Acc: 0.9107
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8778
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8552
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.6667
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.7619
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.7030
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.2857
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.3462
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.4750
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.6_2/fedsam...
============ Train epoch 2 ============
 Site-Clipart                       | Train Loss: 0.7043 | Train Acc: 0.8333
 Site-Clipart                       | Train Loss: 0.7303 | Train Acc: 0.8182
 Site-Clipart                       | Train Loss: 0.5527 | Train Acc: 0.8824
 Site-Clipart                       | Train Loss: 0.8738 | Train Acc: 0.8571
 Site-Clipart                       | Train Loss: 0.6403 | Train Acc: 0.8667
 Site-Clipart                       | Train Loss: 0.8338 | Train Acc: 0.8889
 Site-Clipart                       | Train Loss: 0.6819 | Train Acc: 0.8966
 Site-Clipart                       | Train Loss: 0.8266 | Train Acc: 0.8495
 Site-Clipart                       | Train Loss: 0.7211 | Train Acc: 0.8691
 Site-Clipart                       | Train Loss: 0.7332 | Train Acc: 0.8805
 Site-Real                          | Train Loss: 0.7053 | Train Acc: 0.7778
 Site-Real                          | Train Loss: 0.6254 | Train Acc: 0.9310
 Site-Real                          | Train Loss: 0.4746 | Train Acc: 0.9565
 Site-Real                          | Train Loss: 0.4718 | Train Acc: 0.9324
 Site-Real                          | Train Loss: 0.4320 | Train Acc: 0.9748
 Site-Real                          | Train Loss: 0.4191 | Train Acc: 0.9476
 Site-Real                          | Train Loss: 0.4990 | Train Acc: 0.9510
 Site-Painting                      | Train Loss: 0.8224 | Train Acc: 0.8113
 Site-Painting                      | Train Loss: 0.5926 | Train Acc: 0.8824
 Site-Painting                      | Train Loss: 0.7093 | Train Acc: 0.8750
 Site-Painting                      | Train Loss: 0.7265 | Train Acc: 0.8571
 Site-Sketch                        | Train Loss: 0.9015 | Train Acc: 0.7288
 Site-Sketch                        | Train Loss: 0.9434 | Train Acc: 0.7263
 Site-Sketch                        | Train Loss: 0.8347 | Train Acc: 0.8158
 Site-QuickDraw                     | Train Loss: 2.0328 | Train Acc: 0.2740
 Site-QuickDraw                     | Train Loss: 1.9926 | Train Acc: 0.3305
 Site-Infograph                     | Train Loss: 1.7743 | Train Acc: 0.4167
Average Train Accuracy: 0.8086
 Site-Clipart                       | Val  Loss: 0.2840 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.3038 | Val  Acc: 1.0000
 Site-Clipart                       | Val  Loss: 0.7739 | Val  Acc: 0.9091
 Site-Clipart                       | Val  Loss: 0.6033 | Val  Acc: 0.8889
 Site-Clipart                       | Val  Loss: 0.7542 | Val  Acc: 0.8667
 Site-Clipart                       | Val  Loss: 0.7587 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.8065 | Val  Acc: 0.8312
